snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd
-5.0,0.08628,89.2443080541638,5.407362335304255e-10,8628,100000,0.17426595376564527,-0.0034630101418929708
-3.0,0.02824,85.76218933197372,5.343694314952884e-10,2824,100000,0.24625995901156977,0.0007349662712368526
-1.0,0.00752,81.02211117964131,5.324497777438014e-10,752,100000,0.33288200289772385,-0.002342145138234439
1.0,0.00168,74.6461578936746,5.337051003868117e-10,168,100000,0.42107414124964776,-0.0006831189801631349
3.0,0.00052,66.6959017993128,5.339812821483834e-10,156,300000,0.5148612277435831,0.0010974533986423322
5.0,0.00035,57.11198914107568,5.336424408160427e-10,105,300000,0.6104405540412955,0.000788162442990124
7.0,0.000238,47.63405097066922,5.330993637779405e-10,119,500000,0.6923730855337044,-0.0019013529988209008
9.0,0.00019,38.553413369636665,5.333638498975137e-10,114,600000,0.7619429539141337,0.0026670453208577356
11.0,0.00014,30.8774313852879,5.333676862335895e-10,112,800000,0.8155031773092315,-6.6697342220902765e-06
13.0,0.00016285714285714287,24.815527825982965,5.340076640396816e-10,114,700000,0.8552758279110894,-0.0003305302881976449
15.0,0.00019166666666666667,20.399027840603857,5.339605101819494e-10,115,600000,0.8826619569655548,-0.00026122246836261944
17.0,0.00017166666666666667,17.457577579399807,5.339415946183347e-10,103,600000,0.9002810722983569,0.0014391915226548747
19.0,0.00014714285714285713,15.53596035826158,5.337654574695721e-10,103,700000,0.9117567815280948,0.0011454322180594742
20.0,0.00012625,14.785576390097823,5.333541902039814e-10,101,800000,0.9162458793201939,0.0013343504581447712
