snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd,mse_tau_argmax,corr_tau_argmax,exact_tau,exact_tau_argmax
0.0,0.5,4.955049379304841,6.571955811240606e-10,25,50,0.030807495980577443,-0.18186889729505248,2.16,0.43497803586057715,0.18,0.46
5.0,0.5,6.583465507392613,8.163124711645662e-10,25,50,0.02632757283686527,-0.10113744551628816,3.0,0.3080629899320012,0.18,0.52
10.0,0.5,7.269253644157304,6.147260217003809e-10,25,50,0.5613786898032271,0.07136650452139487,1.28,0.7077206965465692,0.04,0.68
