n_sym,n_err,ber,mse_tau,mse_fd,corr_tau,margin_mean,attn_entropy,attn_maxw,conv1_energy,conv1_cos,conv2_energy,conv2_cos,pool_projection_energy,pool_projection_cos,attn_weights_energy,attn_weights_cos,attn_pool_energy,attn_pool_cos,sensing_delay_profile_energy,sensing_delay_profile_cos,sensing_features_energy,sensing_features_cos,arch,jammer,jsr_db,realization
3600,1800,0.5,62.020954409965626,1.3414969372529768e-09,0.6274423827597138,-0.00019624527957704332,4.6030589490796965,0.011618734068340726,0.008321164254513052,0.9979778594970703,0.009145771395415067,0.998756607055664,0.006866502534184191,0.9989487915039063,0.00010042156907729804,,0.004215972628444433,0.9989528198242188,0.004399931791962849,0.892659538269043,0.019572199173271656,0.9831304321289063,conv1d,cw,-10.0,0
3600,1800,0.5,126.19342854598958,6.945545173589102e-10,0.07852105090980963,-2.4989710913764107e-05,4.582537598801892,0.013658553494347466,0.08668544941478305,0.9260397338867188,0.09563779579268561,0.9595844421386719,0.0650844508740637,0.9660490417480468,0.00010430251219077035,,0.04226859145694309,0.9643109436035157,0.0804049617714352,0.5191513900756836,0.13033062838845783,0.8313525772094726,conv1d,cw,10.0,0
