arch,jammer_model,in_channel,reaction_bursts,latency_us,dwell_bursts,hop_rate_hz,jsr_db,ber,ber_std,ber_sem,ber_ci_lo,ber_ci_hi,ber_min,ber_max,jammed_fraction,n_realizations
lstm,follower,cw,0,0.0,8,12500.0,6.0,0.44064,0.13481278407480501,0.06029010988545302,0.32247355600054983,0.5588064439994501,0.1995,0.50345,1.0,5
lstm,follower,cw,1,10.0,8,12500.0,6.0,0.38574,0.11730825525085606,0.05246184661256215,0.28291667007691357,0.4885633299230865,0.1759,0.4391,0.875,5
lstm,follower,cw,2,20.0,8,12500.0,6.0,0.3300199999999999,0.09976277236524654,0.04461526812650575,0.24257568131145085,0.417464318688549,0.1516,0.37615,0.75,5
lstm,follower,cw,4,40.0,8,12500.0,6.0,0.21991999999999998,0.06715830737890884,0.030034108110613175,0.16105422979541584,0.2787857702045841,0.0998,0.25145,0.5,5
lstm,follower,cw,8,80.0,8,12500.0,6.0,0.00015000000000000001,0.00012747548783981962,5.700877125495689e-05,3.8264861537402236e-05,0.0002617351384625978,5e-05,0.00035,0.0,5
