snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd
-5.0,0.08558,90.3434764626605,5.396064904657297e-10,8558,100000,0.16292334840177344,6.450349062983692e-05
-3.0,0.02851,86.25197015305984,5.339039053122554e-10,2851,100000,0.24153154089635856,0.0038789088250684237
-1.0,0.00781,81.1120683778233,5.323416374243978e-10,781,100000,0.33194242656292877,-0.0009214196550427977
1.0,0.00206,74.65055877818239,5.337958407322842e-10,206,100000,0.4207411353463592,-8.001171875814777e-05
3.0,0.00058,66.46810820275762,5.343057135539979e-10,116,200000,0.5170289917190911,0.0032013132090526497
5.0,0.00033666666666666665,56.44311440046639,5.338053933101651e-10,101,300000,0.6158939648133365,0.0004880532441660773
7.0,0.000216,46.50588679903865,5.33184983712967e-10,108,500000,0.7001603558445915,-0.0004571950093035012
9.0,0.00017166666666666667,36.89757864265849,5.334928098271288e-10,103,600000,0.7723571363776625,0.0018680369110511163
11.0,0.00013,28.79222684633565,5.332080136146277e-10,117,900000,0.8280877356776423,0.001673061328445307
13.0,0.00013375,22.507408635938987,5.33888935339829e-10,107,800000,0.8686407614431163,0.0006175379765639106
15.0,0.00012875,17.98329461463498,5.338243683905567e-10,103,800000,0.8964539145956245,0.00019795761705623663
17.0,0.000125,14.967418469410692,5.335936090852117e-10,100,800000,0.9143264057222861,-0.00035294951880908497
19.0,0.0001277777777777778,12.995317389398503,5.336298251999736e-10,115,900000,0.9259550080271152,4.471526184529481e-05
20.0,0.00012555555555555557,12.229421210303038,5.33554553020024e-10,113,900000,0.9303432458004962,-0.0007824308030220258
