snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd
-5.0,0.08264,88.47930728038611,5.386397202074202e-10,8264,100000,0.18567096539737124,-0.004420703633245723
-3.0,0.02621,85.21167916068511,5.335549692308812e-10,2621,100000,0.25437584327553386,0.0010748337037454056
-1.0,0.00727,80.32239178584535,5.317676431718126e-10,727,100000,0.3420016101012088,0.0016885538476358545
1.0,0.0019,73.86499325609901,5.335036172258914e-10,190,100000,0.42970785213498147,-0.0021527087988095547
3.0,0.000585,66.1280954490395,5.340407917183911e-10,117,200000,0.5211244612340704,0.0012500866867484774
5.0,0.00043,56.68406499484899,5.335126044003952e-10,129,300000,0.6160905518525146,0.0003727421955284222
7.0,0.00027,47.48870918484655,5.327558616368126e-10,108,400000,0.695883843197368,-0.00020930025198747125
9.0,0.00019,38.571836633448626,5.333557092933266e-10,114,600000,0.7637283758129203,0.0005059146060712788
11.0,0.00015,30.94404270268313,5.331729467267448e-10,105,700000,0.8164201923780532,0.0006374299306321064
13.0,0.00016833333333333332,24.79546210124275,5.340782394759487e-10,101,600000,0.856350476297676,0.0010687525624965219
15.0,0.00017833333333333332,20.26655582375691,5.338640858926838e-10,107,600000,0.8840118406558847,0.0011548594455068292
17.0,0.00019,17.182523477923052,5.339096073386419e-10,114,600000,0.9022488128413771,0.0008125926105003753
19.0,0.00016571428571428572,15.127483907292882,5.337299969781795e-10,116,700000,0.9142399113348946,0.0012821659265444558
21.0,0.00014714285714285713,13.75789032926329,5.341558553506491e-10,103,700000,0.9223190040747389,0.0001788298416263122
