n_sym,n_err,ber,mse_tau,mse_fd,corr_tau,margin_mean,attn_entropy,attn_maxw,lstm_1_energy,lstm_1_cos,dropout_lstm_energy,dropout_lstm_cos,shared_gap_energy,shared_gap_cos,lstm_proj_energy,lstm_proj_cos,sensing_position_energy,sensing_position_cos,sensing_delay_profile_energy,sensing_delay_profile_cos,sensing_features_energy,sensing_features_cos,arch,jammer,jsr_db,realization
240000,63331,0.26387916666666666,73.98199634503845,5.354151007175212e-10,0.43242485203544256,1.3639677553812664,,,0.006928419364740451,0.7123826917807261,0.006928419364740451,0.7123826917807261,0.0014167845501254002,0.7123826917807261,0.015916639546553295,0.7184074754714966,0.25554683605829875,0.9985261138280233,0.007631186294804017,0.7404613361358643,0.08938024374643962,0.9829331183433533,lstm,cw,-2.0,4
240000,118108,0.49211666666666665,83.67029774251158,5.376075464070752e-10,0.2975857272284104,0.143615113055706,,,0.009905621907611689,0.377324960599343,0.009905621907611689,0.377324960599343,0.0028027586066474517,0.377324960599343,0.036262379179398216,0.4657567383845647,0.25310976614952085,0.997651140054067,0.014570017600556215,0.6542097326914469,0.09688615001440049,0.9446809576352437,lstm,cw,2.0,4
240000,120000,0.5,92.44962799814789,5.447494858429949e-10,0.16983517419301308,0.006170251361529032,,,0.01784923204978307,0.18040956937273345,0.01784923204978307,0.18040956937273345,0.007666803741455078,0.18040956937273345,0.10512291821241379,0.4109791034857432,0.24907511848608652,0.997203152179718,0.03199881406525771,0.5769205111662546,0.1211438898007075,0.8554278031984965,lstm,cw,6.0,4
240000,120000,0.5,113.08099601864758,6.731751345870725e-10,0.08266226563701386,0.0016502331495285034,,,0.03474918566346168,0.11760285411775112,0.03474918566346168,0.11760285411775112,0.018638180390000342,0.11760285411775112,0.25169496251742046,0.39218229667345683,0.24587783536911012,0.9972830305099487,0.07577676577568054,0.5158673223654429,0.17726237845420836,0.72711398935318,lstm,cw,10.0,4
240000,605,0.0025208333333333333,57.33672219848189,5.343414276107571e-10,0.613713302020831,2.9194621266682943,,,0.0057771138501664,0.9888573870658874,0.0057771138501664,0.9888573870658874,0.00117194346152246,0.9888573870658874,0.011927412581443787,0.993318514029185,0.257133402856191,0.9994610091845194,0.003763053418944279,0.8733812743822733,0.0872298697034518,0.9979131026268006,lstm,barrage,-10.0,0
240000,1137,0.0047375,66.6907684854377,5.345226923166563e-10,0.5216321342359048,2.8903843546549477,,,0.006268012077112993,0.9666013671557109,0.006268012077112993,0.9666013671557109,0.001122077594573299,0.9666013671557109,0.010559152442216873,0.9781909376780192,0.2565165830294291,0.9988839039802552,0.004855901374171178,0.7876098265647888,0.08711790459553401,0.9947289218902587,lstm,barrage,-6.0,0
240000,4020,0.01675,77.76367421693242,5.349522082152417e-10,0.38588712265851033,2.7616083958943687,,,0.007540858462452889,0.8882931459744772,0.007540858462452889,0.8882931459744772,0.0010521776077648004,0.8882931459744772,0.008024908809860547,0.9195872362454732,0.25549862195650735,0.9979599089622497,0.007601534514377515,0.6860177133878073,0.0872480831861496,0.9865164883931478,lstm,barrage,-2.0,0
240000,17784,0.0741,87.22753638739546,5.368530330173251e-10,0.24148260749913716,2.2831068868001303,,,0.010794567694266637,0.6744754248460134,0.010794567694266637,0.6744754248460134,0.0010904569155847034,0.6744754248460134,0.004835175947596629,0.7400196858247121,0.2542363544623057,0.9968055000305176,0.01449908224195242,0.5882335529327393,0.08883774938583373,0.96700896469752,lstm,barrage,2.0,0
240000,53442,0.222675,94.68287684949357,5.493576269860086e-10,0.13174989855796687,1.3676181274414063,,,0.01832906947831313,0.3900207422375679,0.01832906947831313,0.3900207422375679,0.001662232817709446,0.3900207422375679,0.002790295045947035,0.4762923316955566,0.2529785829703013,0.9956814471880595,0.03182625254491965,0.510039290746053,0.09503636913299561,0.9275220114390056,lstm,barrage,6.0,0
240000,90681,0.3778375,102.79202740077531,6.229678169901401e-10,0.06727119162616599,0.5912094202677409,,,0.032703334178527194,0.20330731794734797,0.032703334178527194,0.20330731794734797,0.0033786857335517803,0.20330731794734797,0.0027783303757508595,0.28727971692879994,0.2518357230345408,0.994778725306193,0.07535221962134044,0.4553967809677124,0.11262097228765487,0.8534306794802348,lstm,barrage,10.0,0
