snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd
-5.0,0.10976,86.17072733913686,5.390403022248223e-10,10976,100000,0.2551609039116781,-0.00465538579668295
-3.0,0.04109,80.43258258590173,5.365644393676781e-10,4109,100000,0.34264861874254593,-0.00044819063580105417
-1.0,0.01088,73.99039996183528,5.338784497159992e-10,1088,100000,0.43187158475265586,-0.002232292077469977
1.0,0.00303,66.78249731721249,5.353226541335304e-10,303,100000,0.5172580427909327,-0.005112135517590107
3.0,0.000895,59.269865734764586,5.355952166287597e-10,179,200000,0.5900039161986427,0.000631514305256569
5.0,0.00037,52.37744158812869,5.322191640479363e-10,111,300000,0.6533128829121146,0.0010160821196214358
7.0,0.000252,46.61619462394322,5.350498289479122e-10,126,500000,0.6990647912154896,0.0009169701793290626
9.0,0.00017666666666666666,42.456479490165265,5.3454295349996e-10,106,600000,0.7310343277629423,-0.0003079505389900735
11.0,0.00011777777777777778,39.66898678648729,5.338393545435118e-10,106,900000,0.7511144268313338,-0.0005018306780598276
13.0,0.00010272727272727273,37.83708000264693,5.337094922576645e-10,113,1100000,0.7641447177717134,-0.00011811349719839957
15.0,0.00011444444444444444,36.67486365659569,5.339709845439634e-10,103,900000,0.7725887121980386,0.001375676055131992
17.0,9.727272727272727e-05,35.776355705309996,5.342074735264454e-10,107,1100000,0.7780697869453678,-0.00026776337417173886
19.0,9.272727272727273e-05,35.39274671727215,5.337332812685989e-10,102,1100000,0.7808676414523731,0.0004040845426682846
20.0,9.545454545454546e-05,35.3269280550265,5.336398521901252e-10,105,1100000,0.7816581806218991,0.00014627696802175277
