snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols
0.0,0.49,4.417470493400697,7.606239400489001e-10,49,100
5.0,0.49,4.133614729959614,7.390385731209763e-10,49,100
10.0,0.5,5.805170494957596,7.203215389225035e-10,50,100
