snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd,mse_tau_argmax,corr_tau_argmax,exact_tau,exact_tau_argmax
0.0,0.49,4.417470493400697,7.606239400489001e-10,49,100,-0.3389316067427462,-0.02957608846175166,6.63,0.2406664853171075,0.1,0.31
5.0,0.49,4.133614729959614,7.390385731209763e-10,49,100,-0.24652591102600882,0.006383504516007794,5.27,0.23814020072533987,0.06,0.36
10.0,0.5,5.805170494957596,7.203215389225035e-10,50,100,-0.4324378552127859,0.034396473767176146,4.93,0.46736964994769836,0.04,0.48
