n_sym,n_err,ber,mse_tau,mse_fd,corr_tau,margin_mean,attn_entropy,attn_maxw,conv1_energy,conv1_cos,conv2_energy,conv2_cos,pool_projection_energy,pool_projection_cos,attn_weights_energy,attn_weights_cos,attn_pool_energy,attn_pool_cos,sensing_position_energy,sensing_position_cos,sensing_delay_profile_energy,sensing_delay_profile_cos,sensing_features_energy,sensing_features_cos,arch,jammer,jsr_db,realization
240000,5494,0.022891666666666668,77.86442248056501,5.343581689998486e-10,0.38161270589866275,2.622042807006836,4.44088981202344,0.03587312867641449,0.012086896295348802,0.9836040274302165,0.010152826928098997,0.9590827372868855,0.022662307392557462,0.9685072309176127,0.0001384197445275883,,0.009424947155018647,0.9635087151527405,0.25199026913642886,0.9791337776184083,0.007601534514377515,0.6860177133878073,0.0770181758403778,0.9681127686500549,conv1d,barrage,-2.0,0
240000,22119,0.0921625,87.65500896979066,5.352657811046122e-10,0.23805148999116355,2.044482450358073,4.397282189626846,0.043683691946665444,0.01931901036898295,0.96754594262441,0.01572875312467416,0.9043717617988587,0.03065058813293775,0.914780461470286,0.00015211432767876735,,0.011466215091447036,0.8896549520492554,0.2513977708737056,0.9745010546048483,0.01449908224195242,0.5882335529327393,0.08043482049703599,0.9451126805941263,conv1d,barrage,2.0,0
240000,57994,0.24164166666666667,95.36131954510564,5.381050255420029e-10,0.12835135862353733,1.1686862113952636,4.271353429723154,0.06471311823527018,0.03767997246185938,0.9500957301457723,0.030612736104925473,0.8378985872268677,0.05416921208699544,0.8433821236292521,0.00020096564733733732,,0.022610749360919,0.7829429401556651,0.25085860068798066,0.9708402970631917,0.03182625254491965,0.510039290746053,0.09098166272640228,0.8963495661417643,conv1d,barrage,6.0,0
240000,92773,0.38655416666666664,104.02933794643977,5.455779890598638e-10,0.062568428521321,0.5574743624369304,3.923095705379112,0.12174155367215475,0.08423627217213313,0.9362260581652323,0.0695942820072174,0.7836267445882161,0.11732267062266667,0.7879821592966716,0.00040716546857729553,,0.07084510066111882,0.6843321426709493,0.2506480484565099,0.9681634864807129,0.07535221962134044,0.4553967809677124,0.12350410248835882,0.7923595652580261,conv1d,barrage,10.0,0
240000,828,0.00345,57.66669979824473,5.341160261734599e-10,0.6087428815222222,2.8377197479248046,4.459363807171653,0.031456257804234826,0.00810821734542648,0.9977668789227804,0.007355200041333834,0.9958357321421305,0.019884606660405795,0.9969666323661804,0.00013291580903654297,,0.010442875175178052,0.9971728935241699,0.2518927554448446,0.9884868516921997,0.0037624681927263736,0.8718247083028158,0.07560336854060491,0.9873621956507365,conv1d,barrage,-10.0,1
240000,1597,0.006654166666666667,66.72424871322362,5.341962731535481e-10,0.5173456989484153,2.795299663289388,4.455326551219887,0.03276456780831019,0.009234869325906038,0.9935556713740031,0.008103353901207448,0.986531721274058,0.020388320630788805,0.9906053264935811,0.00013417863617651163,,0.009809407225747904,0.990476992448171,0.25220018547375994,0.9834985706011454,0.00485453825717171,0.7859385952949524,0.07598772368828456,0.9797690022786458,conv1d,barrage,-6.0,1
240000,5434,0.022641666666666668,77.79166742859427,5.344698790004094e-10,0.38270494424884693,2.621249664815267,4.440907054902438,0.035824824078877764,0.012085354282955329,0.9837197278340658,0.010149874063332875,0.9591764577229818,0.022654306104779243,0.9691334975560506,0.00013839701563119887,,0.009415403742094835,0.9640609834988912,0.2519017272790273,0.9784431770642599,0.007598279780646165,0.6847060646216074,0.07698910232384999,0.9675739326477051,conv1d,barrage,-2.0,1
240000,22099,0.09207916666666667,87.58325896047106,5.354423054501231e-10,0.2396686469511952,2.0450941225687664,4.397328108421775,0.04364283873240153,0.019316091138124467,0.9677526165644328,0.015724708306292693,0.9045604198773702,0.03064205761949221,0.9154899061520895,0.00015207570863422007,,0.011449954886734486,0.8914384603500366,0.2513942898273468,0.974048817952474,0.014491175056993962,0.5870867705345154,0.08042580587069194,0.9448624658584595,conv1d,barrage,2.0,1
240000,57940,0.24141666666666667,95.39940625475043,5.384852608111163e-10,0.12891708421114279,1.1671357812245686,4.27151691553846,0.06466883373260499,0.03767412353356679,0.9504074055353801,0.030607770302891732,0.8382112175623576,0.054163081095616024,0.8443766563733419,0.00020089946873486043,,0.022577079510688783,0.7869631247520447,0.2509597990512848,0.9707078347206116,0.031806816100080806,0.5087787480354309,0.09099222484827042,0.8964548166592916,conv1d,barrage,6.0,1
240000,92903,0.3870958333333333,104.13028885556787,5.463664532464419e-10,0.06282970900334849,0.5528070732116699,3.9234154002135195,0.12174127812385559,0.08422384534279505,0.9365978919665019,0.06958982840776444,0.7839446462790172,0.11734131884972254,0.7890664119720459,0.0004069970418543865,,0.0707573002020518,0.6891057421366373,0.2507970564365387,0.9680990138053894,0.0753040712873141,0.45407477140426633,0.12350036149024964,0.7926579066117605,conv1d,barrage,10.0,1
