arch,jammer_model,in_channel,reaction_bursts,latency_us,dwell_bursts,hop_rate_hz,jsr_db,ber,ber_std,ber_sem,ber_ci_lo,ber_ci_hi,ber_min,ber_max,jammed_fraction,n_realizations
qkv,follower,cw,0,0.0,8,12500.0,6.0,0.4044,0.21676669485878128,0.09694101299243782,0.21439910590999245,0.5944008940900075,0.01665,0.50345,1.0,5
qkv,follower,cw,1,10.0,8,12500.0,6.0,0.35378,0.18955626341537754,0.08477213811152812,0.18762966240894957,0.5199303375910505,0.0147,0.4402,0.875,5
qkv,follower,cw,2,20.0,8,12500.0,6.0,0.30241999999999997,0.16211575571177528,0.07250036999905586,0.16032188593602228,0.4445181140639777,0.01245,0.3767,0.75,5
qkv,follower,cw,4,40.0,8,12500.0,6.0,0.20185,0.10798072165900727,0.04829044677780482,0.10720246351815427,0.29649753648184574,0.0087,0.25145,0.5,5
qkv,follower,cw,8,80.0,8,12500.0,6.0,7.999999999999999e-05,0.00012549900398011132,5.612486080160912e-05,0.0,0.00019000270580847768,0.0,0.0003,0.0,5
