snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd,mse_tau_argmax,corr_tau_argmax,exact_tau,exact_tau_argmax
0.0,0.5,2.6719584862958374,7.328792199380427e-10,25,50,0.15897066763588322,-0.03698938573911992,0.86,0.7614686471347617,0.3,0.84
5.0,0.5,3.277977285151276,6.223220275653035e-10,25,50,0.13912811938422537,-0.027231409834500852,1.04,0.7645365326115641,0.28,0.82
10.0,0.5,4.072937824028305,8.653405309233316e-10,25,50,0.45349368230759146,0.1835684559537403,0.1,0.9744385392770498,0.28,0.96
