jsr_db,ber,ber_std,ber_min,ber_max,mse_tau,mse_tau_std,mse_fd,mse_fd_std,n_realizations
-10.0,0.023446592574911832,0.00840695195521816,0.01499905835102312,0.038051623326751556,61.19612996839218,2.001601221262585,5.313137636634416e-10,1.0651769244632788e-13,5
-8.0,0.044517721830433156,0.02376788218911734,0.019254281110996224,0.08548325589341213,66.40867868527121,2.9003704290051355,5.318577807084602e-10,2.40419887242126e-12,5
-6.0,0.09242858005342904,0.05334042175787561,0.030471499363915543,0.1795758928571429,72.58320167513435,3.9845600016099385,5.337944547231128e-10,2.0323761327137464e-12,5
-4.0,0.18140441351100461,0.09282465256470747,0.06534465084970463,0.3207775297619047,79.05589078126845,3.2742190191028837,5.34237454835117e-10,1.9036734277516487e-12,5
-2.0,0.29501355229591836,0.10980000895062751,0.14109268707482994,0.43005952380952384,85.91593813688098,2.859520934002317,5.367662893123322e-10,5.435144919074739e-12,5
0.0,0.39488467261904764,0.08067307359037067,0.2677641369047619,0.4732142857142857,91.81215116594646,3.439092491843729,5.462586623528052e-10,7.854116199086236e-12,5
2.0,0.4568266369047619,0.03408453840993818,0.39704241071428575,0.4877232142857143,98.18253821953057,4.880961525009861,5.609068470504169e-10,9.706158580728676e-12,5
4.0,0.48420758928571433,0.010002079961462238,0.4642857142857143,0.4907924107142857,106.97808041815767,9.531914596819552,5.854678744675458e-10,2.1403814708117657e-11,5
6.0,0.49274553571428575,0.005361210323426538,0.48939732142857145,0.5033482142857143,127.88725494393944,26.98074631725514,6.436540053923688e-10,4.353696152244797e-11,5
8.0,0.49620535714285713,0.00820824821794502,0.4896763392857143,0.5089285714285714,173.63285145405584,62.157377474378215,7.757219934832415e-10,9.388073737977092e-11,5
10.0,0.49715401785714286,0.00920065350246648,0.4896763392857143,0.509765625,226.7403804015058,95.00599097552785,9.9230190359621e-10,1.68108403833857e-10,5
