jsr_db,realization,ber,mse_tau,mse_fd
-10.0,0,0.015441224278576067,58.74309419167805,5.313069773873808e-10
-8.0,0,0.022860197796709,62.91800753421087,5.307734832261918e-10
-6.0,0,0.04296061237380271,67.79930540713956,5.323552817541238e-10
-4.0,0,0.09250516968150897,76.11174270275103,5.348800206984548e-10
-2.0,0,0.19242001488095234,82.17236891486502,5.32288813364834e-10
0.0,0,0.33193824404761907,88.25455787388128,5.38873963532618e-10
2.0,0,0.4406622023809524,93.26581115821996,5.536038290279257e-10
4.0,0,0.4907924107142857,97.8874069824373,5.573103707727053e-10
6.0,0,0.5033482142857143,100.91133249755549,5.67731429518726e-10
8.0,0,0.5089285714285714,104.5546468813028,5.937052447986187e-10
10.0,0,0.509765625,110.64738518164428,6.598475208824616e-10
-10.0,1,0.023161559566906666,62.61493077538067,5.314985657125457e-10
-8.0,1,0.04422719788615975,67.91558375549837,5.312121804505118e-10
-6.0,1,0.09952339482194393,76.18203917546164,5.368607437142568e-10
-4.0,1,0.2060267857142857,81.91193208510786,5.353574404705165e-10
-2.0,1,0.3407738095238095,88.03953508757083,5.371097909927461e-10
0.0,1,0.4462425595238095,94.5500922271001,5.543060135309763e-10
2.0,1,0.4779575892857143,102.11608020183807,5.753743345152375e-10
4.0,1,0.4888392857142857,112.61277886972161,6.188545108412611e-10
6.0,1,0.48939732142857145,137.51923725659276,7.020008737025138e-10
8.0,1,0.4896763392857143,195.2199451357273,8.652218343206615e-10
10.0,1,0.4896763392857143,271.92835963537146,1.122968579235278e-09
-10.0,2,0.038051623326751556,62.64624318759087,5.313436432328782e-10
-8.0,2,0.08548325589341213,69.68975518850469,5.365809748693543e-10
-6.0,2,0.1795758928571429,74.90934438403825,5.333822779063712e-10
-4.0,2,0.3207775297619047,81.08685256054505,5.367527459733201e-10
-2.0,2,0.43005952380952384,86.82862380148758,5.468615669165824e-10
0.0,2,0.4732142857142857,94.1377320588165,5.560580070953933e-10
2.0,2,0.4877232142857143,103.53622726195954,5.697383184516103e-10
4.0,2,0.48911830357142855,121.42455933497145,5.980908137745812e-10
6.0,2,0.4896763392857143,172.81601899282185,6.610970292966732e-10
8.0,2,0.4896763392857143,269.3615207307,8.056608182371681e-10
10.0,2,0.4896763392857143,345.1596178494425,1.0591109445132208e-09
-10.0,3,0.02557949735130175,63.20317970202058,5.312059938368904e-10
-8.0,3,0.05076367646488866,68.58829370210893,5.298512866610696e-10
-6.0,3,0.10961150085034013,76.34188140089479,5.352206380341993e-10
-4.0,3,0.22236793154761905,82.0065432472048,5.327970840023928e-10
-2.0,3,0.3707217261904762,89.53126835321859,5.357674321015728e-10
0.0,3,0.4552641369047619,95.08670204253907,5.454087720894586e-10
2.0,3,0.48074776785714285,100.53927537865387,5.517963665512051e-10
4.0,3,0.48800223214285715,107.43263802060997,5.708665814858119e-10
6.0,3,0.4896763392857143,128.59092504153756,6.422249143845773e-10
8.0,3,0.4896763392857143,192.8297032209405,8.13065144119667e-10
10.0,3,0.4896763392857143,288.01043645131597,1.0517472208064577e-09
-10.0,4,0.01499905835102312,58.77320198529073,5.312136381475127e-10
-8.0,4,0.019254281110996224,62.931753246033175,5.308709783351739e-10
-6.0,4,0.030471499363915543,67.68343800813743,5.31153332206613e-10
-4.0,4,0.06534465084970463,74.16238331073343,5.313999830309004e-10
-2.0,4,0.14109268707482994,83.00789452726285,5.318038431859257e-10
0.0,4,0.2677641369047619,87.03167162739537,5.366465555155797e-10
2.0,4,0.39704241071428575,91.4552970969814,5.540213867061062e-10
4.0,4,0.4642857142857143,95.533018883048,5.822170954633699e-10
6.0,4,0.4916294642857143,99.59876093118943,6.452157800593542e-10
8.0,4,0.5030691964285714,106.19844130160871,8.009569259400922e-10
10.0,4,0.5069754464285714,117.9561028897548,1.0678352525436323e-09
