jsr_db,realization,ber,mse_tau,mse_fd
-10.0,0,0.03821239996733479,74.87094851035536,5.31093367563094e-10
-8.0,0,0.08373393796803397,83.12770831944485,5.323698329622021e-10
-6.0,0,0.18244977678571428,91.54019699517302,5.316921889569636e-10
-4.0,0,0.3447730654761904,97.68440840332572,5.369757739963904e-10
-2.0,0,0.4732142857142857,103.15893067747822,5.473357394329129e-10
0.0,0,0.5075334821428571,109.09875066768758,5.479965995646358e-10
2.0,0,0.5100446428571429,119.89458327435511,5.495440483203047e-10
4.0,0,0.5103236607142857,133.16853322900366,5.53534862511697e-10
6.0,0,0.5103236607142857,146.20660147591965,5.668291081513064e-10
8.0,0,0.5103236607142857,163.347836112023,6.250117778868302e-10
10.0,0,0.5103236607142857,187.40417343671487,8.470520551249042e-10
-10.0,1,0.037359637890897725,58.478296550326476,5.312723958946153e-10
-8.0,1,0.08076655012017461,62.09866103077332,5.328158622868137e-10
-6.0,1,0.18031994047619043,65.24003390441484,5.303648698278665e-10
-4.0,1,0.3322172619047619,69.03893298907427,5.35520511673025e-10
-2.0,1,0.47572544642857145,74.22949082177537,5.495799263898064e-10
0.0,1,0.5072544642857143,80.8660655881595,5.567542063566288e-10
2.0,1,0.5103236607142857,87.88882680703921,5.712964610560648e-10
4.0,1,0.5103236607142857,97.83430857934545,5.994521489546416e-10
6.0,1,0.5103236607142857,110.36164832943743,6.617940760582126e-10
8.0,1,0.5103236607142857,123.64036359864494,7.770777340103574e-10
10.0,1,0.5103236607142857,136.99226614602156,9.299309894965458e-10
-10.0,2,0.03469163636752753,57.73253694630404,5.317576289201532e-10
-8.0,2,0.07525822978713016,61.38939622696279,5.33158967183816e-10
-6.0,2,0.1672698767006803,64.78138464273148,5.31533176518539e-10
-4.0,2,0.3160342261904762,69.02084726480284,5.367199707180951e-10
-2.0,2,0.4623325892857143,73.46405159851953,5.508287644410752e-10
0.0,2,0.5066964285714286,78.77466923072896,5.551471461702457e-10
2.0,2,0.5106026785714286,84.09195914268197,5.648392225462258e-10
4.0,2,0.5103236607142857,90.10068247949873,5.852617084529195e-10
6.0,2,0.5103236607142857,97.48383784928272,6.282353856990883e-10
8.0,2,0.5103236607142857,106.66658608402513,7.095792344823796e-10
10.0,2,0.5103236607142857,117.94249447534642,8.407098033450567e-10
-10.0,3,0.03536184563010671,57.60761577959498,5.313416544512257e-10
-8.0,3,0.07349145833189122,61.2912548683341,5.319918824895619e-10
-6.0,3,0.1607687606292517,65.566499615805,5.309341434528236e-10
-4.0,3,0.3089657738095238,69.1789302812538,5.358922249078015e-10
-2.0,3,0.45284598214285715,74.23252795684482,5.490206155250033e-10
0.0,3,0.5050223214285714,79.83933611825258,5.506805501035855e-10
2.0,3,0.5100446428571429,85.13540846452581,5.556222079992092e-10
4.0,3,0.5103236607142857,90.09371571782023,5.668533951057871e-10
6.0,3,0.5103236607142857,94.04252654262235,5.913717550750833e-10
8.0,3,0.5103236607142857,98.21582715430779,6.415855551947327e-10
10.0,3,0.5103236607142857,104.29569398263698,7.306601857062596e-10
-10.0,4,0.026868427387976294,56.42141107027086,5.308852306414134e-10
-8.0,4,0.05532860349991491,59.55019516453287,5.312427474012389e-10
-6.0,4,0.11693314281204907,64.59139359281819,5.326788198204562e-10
-4.0,4,0.24512648809523813,68.86044073077346,5.339302167304306e-10
-2.0,4,0.4125744047619047,72.46241527050007,5.470715765588728e-10
0.0,4,0.49693080357142855,77.76690995931202,5.467195872950661e-10
2.0,4,0.5094866071428571,83.15662184342327,5.47978207518968e-10
4.0,4,0.5103236607142857,88.30113946799874,5.507302739114977e-10
6.0,4,0.5103236607142857,93.98588814882022,5.57211904564586e-10
