doppler_max,dcsk,matched_filter,energy_detector
0.0,0.283,0.0385,0.5
0.00027272727272727274,0.287,0.038,0.5
0.0005454545454545455,0.2915,0.0435,0.5
0.0008181818181818182,0.295,0.0535,0.5
0.001090909090909091,0.3035,0.072,0.5
0.0013636363636363637,0.303,0.089,0.5
0.0016363636363636363,0.311,0.1195,0.5
0.0019090909090909091,0.32,0.156,0.5
0.002181818181818182,0.332,0.2105,0.5
0.0024545454545454545,0.341,0.2685,0.5
0.0027272727272727275,0.36,0.3445,0.5
0.003,0.374,0.406,0.5
