snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd,mse_tau_argmax,corr_tau_argmax,exact_tau,exact_tau_argmax
0.0,0.5,4.564398758974752,6.634338401403071e-10,50,100,-0.3396642221611238,-0.08121728681877559,6.63,0.2406664853171075,0.09,0.31
5.0,0.5,4.225144447206719,7.702878226373937e-10,50,100,-0.24699987003911403,-0.039913271567377714,5.27,0.23814020072533987,0.07,0.36
10.0,0.5,5.72964735954298,7.417693474290407e-10,50,100,-0.4312920838445974,-0.05823478947738932,4.93,0.46736964994769836,0.04,0.48
