n_sym,n_err,ber,mse_tau,mse_fd,corr_tau,margin_mean,attn_entropy,attn_maxw,conv1_energy,conv1_cos,conv2_energy,conv2_cos,qkv_attention_energy,qkv_attention_cos,shared_gap_energy,shared_gap_cos,pool_projection_energy,pool_projection_cos,sensing_position_energy,sensing_position_cos,sensing_delay_profile_energy,sensing_delay_profile_cos,sensing_features_energy,sensing_features_cos,arch,jammer,jsr_db,realization
80000,1262,0.015775,70.76668027863751,5.316088880812045e-10,0.5037345752191934,2.7538303466796874,4.422813490836808,0.06275067414855957,0.010752010396122932,0.9942809793154399,0.021909406670928,0.988076257387797,0.26735761256217955,0.9679673914909362,0.19610882852077485,0.9679673914909362,0.2852037504196167,0.9780539375940959,0.23347650752067567,0.9995597710609436,0.003695271636545658,0.9051361886660257,0.14784743750095367,0.9823214268684387,qkv,cw,-10.0,0
80000,9724,0.12155,84.37846327563864,5.318807444831734e-10,0.3987498778010469,2.121641432952881,4.4250417015409145,0.06066271701812744,0.012290031488239764,0.9824599873224894,0.024489643946290017,0.9507557215690613,0.3023948865890503,0.8088643897374471,0.22573249073028565,0.8088643897374471,0.32476762323379516,0.8496977365811665,0.2320079876899719,0.9986832432746887,0.0046722454141825435,0.8475994046529134,0.15901405906677246,0.9120800746281942,qkv,cw,-6.0,0
80000,33968,0.4246,97.3098929362919,5.321532082858318e-10,0.2854432617478038,0.45567864780426026,4.427908521624953,0.056292927490234373,0.01617392541319132,0.9545505324999491,0.03288614290058613,0.8510649415651957,0.5259418571472168,0.30212801363070807,0.43840258235931395,0.30212801363070807,0.646087626838684,0.545154023528099,0.23147976174354554,0.9972987877527872,0.00711991543918848,0.776422951857249,0.25052504444122314,0.7375455810228984,qkv,cw,-2.0,0
80000,39806,0.497575,112.0000798232137,5.336520990993423e-10,0.17693335810671798,0.016711165332794188,4.418152665274721,0.052022801177978514,0.02597490741312504,0.910649821917216,0.05916935248970986,0.7213741591771443,1.4479434663772583,0.04465051208933195,1.343581561088562,0.04465051208933195,2.011199691772461,0.48151815315087637,0.23418152465820313,0.9967934741973877,0.013258077301084996,0.6983816415468852,0.6388411805152893,0.5571880187193553,qkv,cw,2.0,0
80000,39842,0.498025,138.23831290386852,5.418223976387911e-10,0.08942709687587025,0.005671804690361023,4.34912008556608,0.05726290860748291,0.05064025069475174,0.8661299052238465,0.13428846747875214,0.6387748657862345,4.306571002960205,0.00041599263747533165,4.165088594055176,0.00041599263747533165,6.3222450889587405,0.4735220673084259,0.2383976013660431,0.9969197991689046,0.028660423934459688,0.6220409619808197,1.8621960639953614,0.4515762289365133,qkv,cw,6.0,0
80000,39842,0.498025,172.88221404158048,7.006060469555801e-10,0.03894079689667341,0.02723695936203003,4.175132433956994,0.07140763982391357,0.11255914919376374,0.8344887779553731,0.33314888677597043,0.6036265240510305,12.00545346069336,-0.017978188852469126,11.717944586181641,-0.017978188852469126,17.922792990112306,0.46699867129325867,0.24513305644989014,0.9967418346405029,0.06732398059368133,0.5551777731577555,5.151596171569825,0.39696080394585925,qkv,cw,10.0,0
80000,1209,0.0151125,55.18066088306195,5.316005817755167e-10,0.6272134335351979,2.7624079933166503,4.422433321072342,0.06280755257415771,0.010759331183135509,0.9968621818224589,0.022121413704752922,0.9897370028495789,0.26904553604125975,0.9697797025044759,0.19624480502605438,0.9697797025044759,0.28623994951248166,0.9790030851364135,0.2331375780105591,0.9995960454940795,0.0036931080777198077,0.9077488206227621,0.14804308376312256,0.9828734308878581,qkv,cw,-10.0,1
80000,9251,0.1156375,62.06798289818381,5.31852011101296e-10,0.5627657431622931,2.160956671142578,4.423891564021311,0.06089137117767334,0.012297031332552433,0.9882396143277486,0.024864685064554214,0.9552911183039348,0.3043920142173767,0.8171265347798665,0.2251908579826355,0.8171265347798665,0.32465079913139344,0.8523731250762939,0.23101003861427308,0.9987769560813904,0.0046677816495299335,0.8502875992457072,0.15869781441688538,0.9143234294255574,qkv,cw,-6.0,1
80000,33834,0.422925,71.47709233028647,5.331445001841013e-10,0.46202537228534496,0.47860190563201904,4.424344254419796,0.05736123559570312,0.016172453674674035,0.9653870331446329,0.033525509512424466,0.8602512345314026,0.5277595840454101,0.31572745033105215,0.43552210364341737,0.31572745033105215,0.6417299028396607,0.5511929210821788,0.22933803567886352,0.9974187925656637,0.007110241331160069,0.7786029124259949,0.24868837666511537,0.7398418603738149,qkv,cw,-2.0,1
80000,39806,0.497575,84.66895443187114,5.468474115341587e-10,0.2978868993692225,0.022618581342697144,4.411166596308664,0.05459658692169189,0.025937148186564445,0.9265990668932597,0.06030075977444649,0.7310113433202108,1.4682285608291625,0.04814844507475694,1.3547023853302003,0.04814844507475694,2.0219598793029787,0.48443663930892944,0.23218221263885497,0.9971893431345622,0.013236215569078922,0.6997870764732361,0.6413016784667969,0.5584690552552541,qkv,cw,2.0,1
80000,39842,0.498025,105.9027624932348,6.129210384757294e-10,0.15263621751543394,0.017544472742080687,4.344314893396902,0.05958744918823242,0.05048494935631752,0.8847718218167623,0.1368294235467911,0.6444910691579183,4.4470045997619625,0.0053935803174972536,4.301179573059082,0.0053935803174972536,6.512358754730225,0.4778845163186391,0.23831169304847719,0.9976940264701843,0.02860937437415123,0.6231499386628468,1.9157499073028565,0.4528036092122396,qkv,cw,6.0,1
80000,39842,0.498025,132.12761517945182,8.485067836364379e-10,0.06312981914167459,0.01612087779045105,4.153055228767246,0.07558009554290772,0.11207209297418594,0.8530408501625061,0.34047409014701846,0.6064286549091339,12.423536709594726,-0.010415624658266703,12.155967799377441,-0.010415624658266703,18.51045697631836,0.473380584637324,0.24406736695766448,0.9976930236816406,0.06720187423229218,0.5566685464382172,5.316927557373047,0.3999256165027618,qkv,cw,10.0,1
80000,1080,0.0135,53.77562834627881,5.317135214939547e-10,0.6405366614783495,2.771374871826172,4.423130971191917,0.0630405373840332,0.010739847180247307,0.9970487518310547,0.022232371777296065,0.990145135084788,0.26566715359687804,0.9728933118184407,0.19431651270389558,0.9728933118184407,0.2830747046470642,0.9820040191014607,0.23439145379066467,0.9996414006551106,0.0036596378326416014,0.9072959634462993,0.14748959650993348,0.9845896736780803,qkv,cw,-10.0,2
80000,8381,0.1047625,60.15544030784698,5.321304062923987e-10,0.5821742407374582,2.22352599067688,4.424297005742949,0.06146074471282959,0.012239471769332886,0.9887976361910502,0.02506792547106743,0.957221435546875,0.2950069537639618,0.8382141069571177,0.21867634382247925,0.8382141069571177,0.3141138698577881,0.8694808725516001,0.2330523753643036,0.9989045349756877,0.004585387861356139,0.8502010029157002,0.1562669317007065,0.922098350683848,qkv,cw,-6.0,2
80000,32858,0.410725,68.88439579187919,5.331270940011796e-10,0.4922239925628145,0.5568739936828613,4.422940313988011,0.05879466470336914,0.01601001388132572,0.9664737648963928,0.03380946336686611,0.8649336261749268,0.492015052318573,0.3468029646873474,0.40521303358078004,0.3468029646873474,0.5932693580627442,0.5596890999476115,0.23146734447479247,0.9976311648686726,0.00690593965575099,0.7787807876269023,0.23553672580718993,0.7545829607645671,qkv,cw,-2.0,2
80000,39817,0.4977125,80.2568368313437,5.398318204368337e-10,0.34809421222527137,0.010540936279296875,4.405163399583435,0.05682759153747559,0.02549189503788948,0.9277167267799378,0.06046137708425522,0.7347748130957286,1.3256735382080078,0.0568649585545063,1.219637157058716,0.0568649585545063,1.8000292724609375,0.48658330833911895,0.23396908955574036,0.9971659237543742,0.012727252008020877,0.6998360292116801,0.5790127445220947,0.5748294558525086,qkv,cw,2.0,2
