channel_variant,arch,snr_db,ber,n_errors,n_symbols,ber_ci_lo,ber_ci_hi,mse_tau,corr_tau,mse_fd,corr_fd
nominal,conv1d,-5.0,0.42275,1691,4000,0.407522457673726,0.43812577631453303,90.63136231620098,0.18827249394424733,5.303879045324441e-10,-0.02398020479706448
nominal,conv1d,-3.0,0.41775,1671,4000,0.40255225370973663,0.43310557471141936,83.59082039288143,0.28072061585869224,5.304198012285198e-10,0.013357067046241851
nominal,conv1d,-1.0,0.41525,1661,4000,0.40006775580196025,0.43059486983564427,80.13102908361643,0.3499026120499146,5.49198912867325e-10,-0.009090954607508868
nominal,conv1d,1.0,0.4175,1670,4000,0.4023037857648141,0.43285452237798666,71.46822232922173,0.4492531094901495,5.375765018543405e-10,0.018974076006135446
nominal,conv1d,3.0,0.44825,1793,4000,0.4328953063949891,0.46370399598549505,65.90030685909646,0.5411267827935585,5.24449871740563e-10,-0.0067147908886898405
nominal,conv1d,5.0,0.465,1860,4000,0.449584094049678,0.48048306698060134,57.24440916884823,0.6309759853372668,5.379897935688852e-10,-0.013749524091810475
nominal,conv1d,7.0,0.464,1856,4000,0.4485872561541274,0.4794818237627312,51.58272958913323,0.6745837575210722,5.329235677213707e-10,0.004590410054316874
nominal,conv1d,9.0,0.46575,1863,4000,0.4503317633884122,0.4812339584769325,44.45916305121336,0.7445215760029578,5.306776894246951e-10,0.031664975869936385
nominal,conv1d,11.0,0.46925,1877,4000,0.4538213503638053,0.4847376553985115,40.09662991653228,0.7694146819555154,5.483582694042039e-10,-0.010773763104916977
nominal,conv1d,13.0,0.48625,1945,4000,0.4707816032240746,0.5017447814663923,36.675467114484746,0.8035979882860369,5.345410319035258e-10,-0.008245530517435611
nominal,conv1d,15.0,0.468,1872,4000,0.4525749817193428,0.4834864226511983,34.722387969778495,0.8232233746864985,5.286901783672511e-10,-0.014267367312368967
nominal,conv1d,17.0,0.472,1888,4000,0.4565637036555625,0.48749002516866086,32.57156130820586,0.8316060669309173,5.266670895918819e-10,-0.0024345664270462013
nominal,conv1d,19.0,0.47225,1889,4000,0.4568130318253466,0.48774021727723194,32.00928429982954,0.842457778052644,5.403560919012159e-10,0.02531563784950135
nominal,conv1d,21.0,0.473,1892,4000,0.4575610396498291,0.48849077028781485,30.4909495776377,0.8503573336859415,5.41984622106664e-10,-0.0024289628480381573
