jsr_db,realization,ber,mse_tau,mse_fd
-10.0,0,0.014572900055544605,58.488160350967426,5.352693196387971e-10
-8.0,0,0.023234293717486997,62.55203905286147,5.353640577461237e-10
-6.0,0,0.039683577877668484,67.39383052154714,5.3546650634051e-10
-4.0,0,0.07996298585510074,73.20010639784176,5.355885672833294e-10
-2.0,0,0.15223081420068027,79.80845667991252,5.38279571275156e-10
0.0,0,0.2646019345238095,88.00525803755006,5.333157202764444e-10
2.0,0,0.39229910714285715,90.96593509946358,5.399929335268889e-10
4.0,0,0.47154017857142855,93.68080762831164,5.373222356517036e-10
6.0,0,0.49693080357142855,95.63103388699122,5.389240887313305e-10
8.0,0,0.5013950892857143,97.89422458392302,5.417517979511435e-10
10.0,0,0.5016741071428571,101.33137149105178,5.465458551678369e-10
-10.0,1,0.014446482300942767,62.6748348826639,5.35388909327597e-10
-8.0,1,0.022350417351331083,67.3473128366919,5.354601433237373e-10
-6.0,1,0.04322637015005006,72.60343032176489,5.355166319794593e-10
-4.0,1,0.09972697723367953,78.16737503696977,5.359334369166526e-10
-2.0,1,0.2013113839285714,86.98455822598122,5.390353537956706e-10
0.0,1,0.33407738095238093,95.7027041425747,5.371926931308843e-10
2.0,1,0.4345238095238095,101.79925745352207,5.337680638820756e-10
4.0,1,0.48716517857142855,106.57801811207182,5.359330552845972e-10
6.0,1,0.49720982142857145,110.53704457602599,5.3852982885219e-10
8.0,1,0.498046875,114.79960805238477,5.445084428406951e-10
10.0,1,0.498046875,120.3146931170896,5.609641146782661e-10
-10.0,2,0.018553077714294673,62.01962716408335,5.351491542755417e-10
-8.0,2,0.03507930690933089,66.41226802739807,5.350921978836594e-10
-6.0,2,0.08294632374093916,71.61097927933056,5.347691115115917e-10
-4.0,2,0.17386532738095237,79.08323955439258,5.384195444432416e-10
-2.0,2,0.302641369047619,87.3934839047397,5.366577489607973e-10
0.0,2,0.4273623511904762,93.7467408728941,5.344050100839217e-10
2.0,2,0.48465401785714285,99.45580141083533,5.364544435089629e-10
4.0,2,0.49693080357142855,104.12093883104514,5.380826817093393e-10
6.0,2,0.49776785714285715,108.34035611083048,5.41747150260181e-10
8.0,2,0.498046875,113.15705913448173,5.576732548371448e-10
10.0,2,0.498046875,120.86541729535793,6.051989914786567e-10
-10.0,3,0.013312944308631414,62.4905939142922,5.352392689419245e-10
-8.0,3,0.02063206929226915,67.24582457632614,5.353777563402707e-10
-6.0,3,0.03860993246801208,72.74424085653771,5.354793249359916e-10
-4.0,3,0.09205935891925178,78.64101612497828,5.355045890222052e-10
-2.0,3,0.19347098214285713,86.61441088851527,5.380413920984917e-10
0.0,3,0.3415178571428572,93.67443150127902,5.379029655243017e-10
2.0,3,0.4428013392857143,97.75728275657289,5.375036255163628e-10
4.0,3,0.4877232142857143,100.38887959183471,5.396959516026465e-10
6.0,3,0.49637276785714285,102.88325508996677,5.437327738956645e-10
8.0,3,0.498046875,105.95556565332348,5.537231228861611e-10
10.0,3,0.498046875,110.94941036240061,5.822368281890989e-10
-10.0,4,0.014543846145423343,58.45577319617511,5.351619395943942e-10
-8.0,4,0.021061265768745303,62.47086992933991,5.352633733431152e-10
-6.0,4,0.03597655635637339,67.48223122630858,5.354852377731212e-10
-4.0,4,0.06488921128152754,73.37641822012074,5.350803565563199e-10
-2.0,4,0.12526520577914002,79.27026399116194,5.375114305720849e-10
0.0,4,0.21615513392857144,85.46137341708892,5.364713792655023e-10
2.0,4,0.3408668154761904,89.5467083227588,5.375718442578395e-10
4.0,4,0.4400111607142857,92.15482959412864,5.380971631890886e-10
6.0,4,0.48465401785714285,94.33206001904556,5.409713803959829e-10
8.0,4,0.49888392857142855,97.13585236872575,5.456057526131445e-10
10.0,4,0.5011160714285714,101.09552602231507,5.527782812695537e-10
