snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd,mse_tau_argmax,corr_tau_argmax,exact_tau,exact_tau_argmax
0.0,0.56,3.4008788261081575,7.627092028778337e-10,28,50,0.14639915099811812,-0.039291307785601935,0.86,0.7614686471347617,0.28,0.84
5.0,0.58,4.199428474253844,6.010473971332489e-10,29,50,0.14423330909967416,-0.06296648829663405,1.04,0.7645365326115641,0.18,0.82
10.0,0.54,5.3773577196245,9.333815841541407e-10,27,50,0.44461954351124605,-0.10439552031357233,0.1,0.9744385392770498,0.08,0.96
