channel_variant,arch,snr_db,ber,n_errors,n_symbols,ber_ci_lo,ber_ci_hi,mse_tau,corr_tau,mse_fd,corr_fd
c_two_ray_jakes,qkv,-5.0,0.1866,18660,100000,0.18419739499821725,0.18902668234074976,100.9363626041767,-0.001925949076121198,5.454224973228212e-10,-0.0010431057812121838
c_two_ray_jakes,qkv,-3.0,0.12792,12792,100000,0.12586416336789782,0.130004422133962,103.38251432997251,-0.00020274331250148416,5.325420627795867e-10,-0.000549373802189975
c_two_ray_jakes,qkv,-1.0,0.09691,9691,100000,0.09509188204954347,0.09875908583355875,103.66204281703045,0.0039299924209076674,5.362784090286927e-10,0.0005514101042602723
c_two_ray_jakes,qkv,1.0,0.08167,8167,100000,0.07998864716642778,0.08338349154834596,106.91152476585187,-0.0019404474687061608,5.285199381279889e-10,0.002781710893978855
c_two_ray_jakes,qkv,3.0,0.0729,7290,100000,0.07130505834424736,0.0745277541365211,106.69452779353304,-0.000586534830016735,5.28232301709285e-10,0.0004194125649015927
c_two_ray_jakes,qkv,5.0,0.06993,6993,100000,0.0683658072310429,0.07152723342361432,107.10656827464469,-0.0009173205905816665,5.378723401713414e-10,-0.00435975091583448
c_two_ray_jakes,qkv,7.0,0.06715,6715,100000,0.06561533489937388,0.06871791933218926,105.49672559731606,-0.0008373300699495761,5.291431071415883e-10,-0.005967720401321554
c_two_ray_jakes,qkv,9.0,0.06589,6589,100000,0.06436896688456438,0.06744438414804248,106.08683522235977,-0.001520331253899463,5.353762853425332e-10,0.0013788130673735085
c_two_ray_jakes,qkv,11.0,0.06415,6415,100000,0.06264805773563437,0.06568542697460428,103.85026772871959,-0.000870534099609586,5.309586029757918e-10,0.004358311738409462
c_two_ray_jakes,qkv,13.0,0.06169,6169,100000,0.06021559532211606,0.0631980783806365,104.4196783961454,-0.0016513620759850904,5.324350490438285e-10,-0.0018633799229327967
c_two_ray_jakes,qkv,15.0,0.06326,6326,100000,0.06176794510745476,0.06478560797812427,103.84062594592083,0.001475156203755242,5.298128673351327e-10,0.0005929136412052568
c_two_ray_jakes,qkv,17.0,0.06395,6395,100000,0.06245027229237353,0.06548322778311015,107.68312939859882,-0.0044753919860818815,5.327302985484074e-10,-0.0036826043568633235
c_two_ray_jakes,qkv,19.0,0.06409,6409,100000,0.06258872165950749,0.06562476766030464,107.27927670706974,-0.000774149149637361,5.37342995067691e-10,0.003909862659375711
c_two_ray_jakes,qkv,21.0,0.06342,6342,100000,0.06192616137898094,0.0649473794144021,107.0747027509652,0.003158917011629406,5.369769555911783e-10,-0.0033570916740760727
