channel_variant,arch,snr_db,ber,n_errors,n_symbols,ber_ci_lo,ber_ci_hi,mse_tau,corr_tau,mse_fd,corr_fd
b_tdl_d,mc_dlsk,-5.0,0.22047,22047,100000,0.21791131992818416,0.22305015530653652,99.09094088962583,0.005975752796125689,5.364522080142074e-10,0.0015398722674246279
b_tdl_d,mc_dlsk,-3.0,0.16443,16443,100000,0.16214553304615198,0.16674024753022698,100.86592601135362,0.0002638442514703739,5.421339890780441e-10,-0.002249254741322222
b_tdl_d,mc_dlsk,-1.0,0.13565,13565,100000,0.13354170981017702,0.13778628182496225,101.90238517743522,-0.0018810938976321359,5.334587334282945e-10,-0.0031482594976062644
b_tdl_d,mc_dlsk,1.0,0.11913,11913,100000,0.11713684283560973,0.12115241796876931,104.44544711337146,-0.0025419937850752632,5.413309150160485e-10,-0.0010867972066248047
b_tdl_d,mc_dlsk,3.0,0.11455,11455,100000,0.11259087729841145,0.11653873537007882,104.1638932698746,-0.0029938403401045693,5.400164654307989e-10,0.0011866953746891144
b_tdl_d,mc_dlsk,5.0,0.11375,11375,100000,0.11179692394920414,0.11573275018026628,104.25451485891773,0.0025659389924788697,5.317264850149333e-10,-0.0006042593153210082
b_tdl_d,mc_dlsk,7.0,0.11126,11126,100000,0.10932594371131352,0.11322392171545756,105.39065718632536,-0.003532782035381648,5.343424531485244e-10,-0.007991223021888965
b_tdl_d,mc_dlsk,9.0,0.10957,10957,100000,0.10764902816115463,0.11152096710193699,105.82040349444905,0.0007609329882136037,5.399425826405973e-10,0.002278315132308244
b_tdl_d,mc_dlsk,11.0,0.11077,11077,100000,0.10883972265195523,0.11273018041966616,105.86829198996108,0.0036974075517679944,5.355730003819109e-10,0.00032162150700322203
b_tdl_d,mc_dlsk,13.0,0.10986,10986,100000,0.10793677266142843,0.11181320032205788,107.39574328296081,-0.002815691250849637,5.311073396614944e-10,-0.0027461913613440205
b_tdl_d,mc_dlsk,15.0,0.11096,11096,100000,0.10902825592398145,0.1129216325506572,108.96562747204129,-0.003097972898975903,5.33336670889912e-10,0.003985390870523313
b_tdl_d,mc_dlsk,17.0,0.11043,11043,100000,0.10850235184113818,0.11238757735139979,110.52435144705574,0.0012214129699072603,5.325419081449491e-10,0.0003718443765323263
b_tdl_d,mc_dlsk,19.0,0.11012,11012,100000,0.10819475411199052,0.11207519889667723,110.85278643909405,-0.0036288829891209635,5.355380524465086e-10,0.004328651761117351
b_tdl_d,mc_dlsk,21.0,0.10768,10768,100000,0.10577383320621375,0.10961630725844343,112.21493182873948,-0.0008715764810658393,5.404524100305593e-10,-0.0016129594990630042
