channel_variant,arch,snr_db,ber,n_errors,n_symbols,ber_ci_lo,ber_ci_hi,mse_tau,corr_tau,mse_fd,corr_fd
b_tdl_d,conv1d,-5.0,0.26521,26521,100000,0.26248300274534725,0.26795503528405956,103.61377192849955,0.0007043137111861114,5.345422644134983e-10,0.0016795294830600118
b_tdl_d,conv1d,-3.0,0.22815,22815,100000,0.2255595648454944,0.23076132036381702,103.5703450206517,-0.00444876185419189,5.408047429191941e-10,0.00043640442446426717
b_tdl_d,conv1d,-1.0,0.20116,20116,100000,0.19868694448308055,0.20365601426604807,103.36048874524519,-0.0034360530352542987,5.327985163670568e-10,-0.0014255363225707967
b_tdl_d,conv1d,1.0,0.1811,18110,100000,0.17872542740322286,0.18349907247998262,105.72954525949245,-0.005583792686462357,5.407817008860097e-10,5.4885639621750944e-05
b_tdl_d,conv1d,3.0,0.16939,16939,100000,0.16707788319505312,0.17172751632324906,105.72749203160893,-0.006156967506645974,5.401843159124416e-10,-0.0025812192578926352
b_tdl_d,conv1d,5.0,0.16346,16346,100000,0.16118102703676856,0.1657648280610488,106.46651870794986,-0.0007752404003515156,5.318574760337913e-10,0.0029324029681297025
b_tdl_d,conv1d,7.0,0.15959,15959,100000,0.15733323540148875,0.16187291701382006,107.92785356746376,-0.0028653534364397773,5.345022852681345e-10,0.004348805622823342
b_tdl_d,conv1d,9.0,0.15362,15362,100000,0.15139842649066287,0.1558681845772102,109.03570932419535,-0.0011664214484385753,5.421007860951288e-10,0.0027165845779705553
b_tdl_d,conv1d,11.0,0.15392,15392,100000,0.1516966304468547,0.1561699575731508,109.41313001094537,0.0031007767253240157,5.382198255828731e-10,0.0015984580698884057
b_tdl_d,conv1d,13.0,0.15336,15336,100000,0.15113998546746532,0.15560664557522624,111.2330047664536,-0.0034407118367084043,5.342124474759742e-10,0.0008026291417996174
b_tdl_d,conv1d,15.0,0.15264,15264,100000,0.15042431433133294,0.15488237202624075,113.08849606081661,-0.0018247058021624313,5.37832668206306e-10,0.002900170762182153
b_tdl_d,conv1d,17.0,0.15144,15144,100000,0.14923156752400654,0.1536752110250373,115.28856343799912,-0.002410350345222482,5.374505661509924e-10,8.541407523564614e-05
b_tdl_d,conv1d,19.0,0.15103,15103,100000,0.14882405677481583,0.15326275327298036,115.53614941066884,-0.002010702289211094,5.390817142955088e-10,0.009096473211319112
b_tdl_d,conv1d,21.0,0.15,15000,100000,0.1478003353261001,0.152226553852708,117.01431025302898,0.0005358534860002357,5.450393875996062e-10,0.005356635818009079
