snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd
-5.0,0.0843,89.36134000941826,5.379248002223069e-10,8430,100000,0.1852347628574446,-0.002496004608649478
-3.0,0.02823,85.27031917077433,5.333069281171313e-10,2823,100000,0.26054204307495354,0.0009316946063924375
-1.0,0.00799,80.0423619852515,5.316888046167647e-10,799,100000,0.3478584932446024,-9.335246419444227e-05
1.0,0.00255,73.36333585566227,5.333084573163318e-10,255,100000,0.4360779571638564,-0.0011583269818593058
3.0,0.000815,65.48078002530676,5.339449296456406e-10,163,200000,0.5281648972812563,0.00140904694878953
5.0,0.000505,56.11348238950877,5.337555952897011e-10,101,200000,0.6209018312461446,-0.003225317366124894
7.0,0.00035666666666666664,46.95514200852272,5.33198105027861e-10,107,300000,0.6999486998109717,-0.001093087880016473
9.0,0.00025,37.87800224500907,5.340975103865503e-10,100,400000,0.7676434127212062,0.002858965980198835
11.0,0.00019833333333333332,30.29774132150149,5.33310496854559e-10,119,600000,0.8195448537215387,0.0010871740035960549
13.0,0.00025,24.2762640701843,5.336970575705045e-10,100,400000,0.858457367028331,-0.0009483122673937403
15.0,0.0002875,19.90941274647255,5.332272411338492e-10,115,400000,0.8850463433757265,0.003014874833570796
17.0,0.000224,16.982241450703427,5.338771156588496e-10,112,500000,0.902228226101982,-0.0002722839123672144
19.0,0.00025,15.048632688894934,5.336652915414298e-10,100,400000,0.9134641320723219,0.002236900256263261
21.0,0.000185,13.719208842935876,5.344043728631164e-10,111,600000,0.921424558866319,-0.0012232803315127994
