snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd,mse_tau_argmax,corr_tau_argmax,exact_tau,exact_tau_argmax
0.0,0.5,4.589280781333733,6.431374555788781e-10,50,100,-0.33909605960446654,0.0458118927715221,6.63,0.2406664853171075,0.09,0.31
5.0,0.5,4.244241586208963,7.79680052038245e-10,50,100,-0.24725890200678127,-0.1253571860234572,5.27,0.23814020072533987,0.07,0.36
10.0,0.5,5.729591934336677,7.286199637404877e-10,50,100,-0.4311368278745974,0.09959492147897364,4.93,0.46736964994769836,0.04,0.48
