snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols
0.0,0.5,4.589280781333733,6.431374555788781e-10,50,100
5.0,0.5,4.244241586208963,7.79680052038245e-10,50,100
10.0,0.5,5.729591934336677,7.286199637404877e-10,50,100
