channel_variant,arch,snr_db,ber,n_errors,n_symbols,ber_ci_lo,ber_ci_hi,mse_tau,corr_tau,mse_fd,corr_fd
b_tdl_d,qkv,-5.0,0.25332,25332,100000,0.25063394411791806,0.256025007375306,100.34317157416366,0.00462826213706113,5.367198897960366e-10,0.0007061341602670491
b_tdl_d,qkv,-3.0,0.21616,21616,100000,0.2136196997330586,0.21872210662269254,102.1297307443746,-0.0019804591002664383,5.412170133927271e-10,-0.0031666183215505106
b_tdl_d,qkv,-1.0,0.19595,19595,100000,0.19350154526470806,0.19842181374905374,103.53754444927313,-0.006241363267996493,5.325448127554498e-10,0.0041122724075762845
b_tdl_d,qkv,1.0,0.18084,18084,100000,0.1784667726605177,0.1832377471975063,106.38746605335974,-0.005532159240151654,5.401992113978023e-10,0.005368431202163121
b_tdl_d,qkv,3.0,0.17433,17433,100000,0.17199106289604424,0.17669395710070565,106.30269495297456,-0.005039147306920176,5.394951943967949e-10,0.0012126174787299288
b_tdl_d,qkv,5.0,0.17254,17254,100000,0.17021069995515128,0.1748944575605416,106.46201292590871,-0.0014116175773935566,5.308707861751955e-10,-0.00044329542187713643
b_tdl_d,qkv,7.0,0.1701,17010,100000,0.16778398494590288,0.1724413600257794,106.66287475625487,-0.005626823652969661,5.328373187853109e-10,-0.0007548021384575262
b_tdl_d,qkv,9.0,0.1666,16660,100000,0.16430334571258698,0.1689222681508834,106.3531461413018,-0.0018205607466802787,5.397391094627353e-10,-0.0003801711151152474
b_tdl_d,qkv,11.0,0.1681,16810,100000,0.16579500385237722,0.17043049477175543,105.46604341031632,0.0030347469620144165,5.34409564362551e-10,0.0032632021615652215
b_tdl_d,qkv,13.0,0.16756,16756,100000,0.16525799920537285,0.16988754090492134,106.5247601914336,-0.00486655770833471,5.301122665327529e-10,-0.0017009568997045064
b_tdl_d,qkv,15.0,0.16878,16878,100000,0.16647124421154835,0.17111420217075118,107.34547800565554,-0.001631680754654614,5.33393885908254e-10,-0.0026041802792886384
b_tdl_d,qkv,17.0,0.16811,16811,100000,0.16580494846445373,0.17044054939141665,108.69741474817918,-0.0009008733199899517,5.321496656394583e-10,0.0019721048882678613
b_tdl_d,qkv,19.0,0.16753,16753,100000,0.16522816586785136,0.16985737654722963,108.84993241755136,-0.005144934294129342,5.3448775993294e-10,0.0003756770645868302
b_tdl_d,qkv,21.0,0.16641,16641,100000,0.16411440714113407,0.1687312213193191,109.90552226672608,-0.0010083288037362281,5.399274489310964e-10,0.00220177501928209
