channel_variant,arch,snr_db,ber,n_errors,n_symbols,ber_ci_lo,ber_ci_hi,mse_tau,corr_tau,mse_fd,corr_fd
b_tdl_d,lstm,-5.0,0.22011,22011,100000,0.21755283955199672,0.22268866334016502,100.50757515126672,0.0008182230214511373,5.367101206973701e-10,0.004243721087636633
b_tdl_d,lstm,-3.0,0.16637,16637,100000,0.16407463073766984,0.1686910007958323,101.75631762265213,-0.003311851449539012,5.407479901065526e-10,0.004601582592138315
b_tdl_d,lstm,-1.0,0.13712,13712,100000,0.13500200102648843,0.1392658776740998,101.97218850007904,-0.0023558198280282244,5.326941411128694e-10,-0.0038115223732050987
b_tdl_d,lstm,1.0,0.1215,12150,100000,0.11948960958638213,0.12353946913984323,104.20510252231533,-0.0043387581270179585,5.402448409729468e-10,0.0050746746896425336
b_tdl_d,lstm,3.0,0.11483,11483,100000,0.11286876823673138,0.11682082292041586,103.6106332335835,-0.004237087907071117,5.397644324905289e-10,-0.004582383936004539
b_tdl_d,lstm,5.0,0.11436,11436,100000,0.11240231058813512,0.11634731667733796,103.82296218268698,0.0009131042078078137,5.308798903189886e-10,0.0030309181717182916
b_tdl_d,lstm,7.0,0.11242,11242,100000,0.11047704520649668,0.11439273110185322,104.25383493787218,-0.0016163916251075753,5.331460356669147e-10,-0.0002196527651141872
b_tdl_d,lstm,9.0,0.10888,10888,100000,0.10696441191089953,0.11082563636228746,104.50936302578194,0.0028120216317884636,5.397062624562083e-10,0.0013026432449742208
b_tdl_d,lstm,11.0,0.10932,10932,100000,0.10740097598847881,0.11126903848116909,104.26095229456257,0.00642192191559829,5.348821274633719e-10,-0.0006127644492929837
b_tdl_d,lstm,13.0,0.10758,10758,100000,0.10567462168013685,0.10951552646714284,105.90254995197704,-0.0018335333787253545,5.301040450904079e-10,0.003206925139701336
b_tdl_d,lstm,15.0,0.10807,10807,100000,0.10616076312220121,0.11000934738022813,107.25544145745594,0.0004577347768458512,5.332091266799369e-10,0.0007231162081465532
b_tdl_d,lstm,17.0,0.1075,10750,100000,0.10559525283422136,0.10943490145915635,108.95717826091204,0.003172033836719285,5.322243459422621e-10,-0.001298387196638802
b_tdl_d,lstm,19.0,0.10624,10624,100000,0.10434523773420859,0.10816501336021284,109.31363371968715,-3.535879713090043e-05,5.349436104518561e-10,-0.0032816600157737222
b_tdl_d,lstm,21.0,0.10639,10639,100000,0.10449404467320621,0.10831619489728143,110.72666442975554,0.0032745354652368593,5.400746040156792e-10,-0.002256141069522548
