comm_loss,loss,sensing_loss,val_comm_loss,val_loss,val_sensing_loss,learning_rate
0.4345901310443878,0.6053733825683594,0.08532743901014328,0.28444910049438477,0.4545876383781433,0.08506578207015991,0.00033333332976326346
0.2874999940395355,0.4558793008327484,0.08419007807970047,0.2635304033756256,0.4368462860584259,0.08665554970502853,0.0006666666595265269
0.2679935097694397,0.4361417293548584,0.08405348658561707,0.2504805028438568,0.4193366765975952,0.08442646265029907,0.0010000000474974513
0.25880610942840576,0.42631322145462036,0.08371851593255997,0.2554122805595398,0.4255225360393524,0.08505327254533768,0.0010000000474974513
0.257403701543808,0.4249599277973175,0.08379018306732178,0.24768027663230896,0.4163828194141388,0.08434964716434479,0.0009969573002308607
0.25672465562820435,0.42382651567459106,0.0835374966263771,0.2502354681491852,0.41873699426651,0.08424943685531616,0.0009878701530396938
0.2543901801109314,0.4214126765727997,0.08350785821676254,0.24722053110599518,0.4158850312232971,0.08433099091053009,0.0009728616569191217
0.25393322110176086,0.42089757323265076,0.08347602188587189,0.24628612399101257,0.41848307847976685,0.08609751611948013,0.0009521346655674279
0.2532396614551544,0.42026227712631226,0.08352699875831604,0.24823854863643646,0.41690778732299805,0.0843328908085823,0.0009259695070795715
0.25222519040107727,0.41896894574165344,0.08339721709489822,0.24543438851833344,0.41413208842277527,0.08434717357158661,0.0008947200258262455
0.2515011727809906,0.4182511270046234,0.08338657766580582,0.24730578064918518,0.41708800196647644,0.08488881587982178,0.0008588087512180209
0.2508160173892975,0.4175269603729248,0.08337534219026566,0.24479684233665466,0.41337496042251587,0.08428750187158585,0.0008187213679775596
0.24972578883171082,0.4163326919078827,0.08330641686916351,0.2524610459804535,0.421261727809906,0.0843975618481636,0.0007750000222586095
0.2495962530374527,0.41604548692703247,0.08325337618589401,0.24582746624946594,0.4141579866409302,0.08416321873664856,0.000728235871065408
0.24867761135101318,0.41519278287887573,0.08324705809354782,0.24548877775669098,0.4138243794441223,0.08416609466075897,0.0006790614570491016
0.24858732521533966,0.4150477349758148,0.08321395516395569,0.2457932084798813,0.41447097063064575,0.08433706313371658,0.0006281416863203049
0.2475530207157135,0.4138922393321991,0.08317817747592926,0.24409127235412598,0.4125172197818756,0.08421140164136887,0.0005761651555076241
0.24710871279239655,0.41329407691955566,0.0831332728266716,0.24795155227184296,0.4163816273212433,0.08421266824007034,0.0005238348385319114
0.24709774553775787,0.41327670216560364,0.08310692012310028,0.24550995230674744,0.4140270948410034,0.08425671607255936,0.00047185830771923065
0.2465202659368515,0.41266894340515137,0.08307535946369171,0.2480686902999878,0.41694384813308716,0.08443538844585419,0.00042093853699043393
0.24609893560409546,0.41212496161460876,0.08301853388547897,0.24740533530712128,0.4158463776111603,0.08421828597784042,0.0003717640938702971
0.24517466127872467,0.4111245572566986,0.08298712968826294,0.24444334208965302,0.41291671991348267,0.08423475176095963,0.00032500000088475645
0.24521413445472717,0.41114288568496704,0.08295320719480515,0.2458951324224472,0.41432633996009827,0.0842134952545166,0.00028127862606197596
0.24487201869487762,0.41069895029067993,0.08291415870189667,0.24653321504592896,0.41506415605545044,0.08426333218812943,0.00024119125737342983
0.2444615215063095,0.410266250371933,0.08290925621986389,0.24505774676799774,0.4135807454586029,0.08425939083099365,0.00020527999731712043
0.24445141851902008,0.41017860174179077,0.08287539333105087,0.2512340247631073,0.41968679428100586,0.08422340452671051,0.00017403048695996404
0.24378080666065216,0.4095328748226166,0.08284483850002289,0.24665752053260803,0.4151805639266968,0.08425921946763992,0.00014786531392019242
