snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd,mse_tau_argmax,corr_tau_argmax,exact_tau,exact_tau_argmax
0.0,0.5,4.356832274216484,6.679287514508785e-10,25,50,0.02633845756380004,-0.050092568298414054,2.16,0.43497803586057715,0.22,0.46
5.0,0.5,5.7224440209029925,7.913955469139824e-10,25,50,0.023876904237103917,-0.00349102471518367,3.0,0.3080629899320012,0.3,0.52
10.0,0.5,6.283453671838776,7.356036368945196e-10,25,50,0.5566759730611377,-0.20863316052623745,1.28,0.7077206965465692,0.24,0.68
