jsr_db,realization,ber,mse_tau,mse_fd
0.0,0,0.5,4.262808040540192,6.532445501282382e-10
2.0,0,0.5,4.157739718267504,6.481958714764649e-10
4.0,0,0.5,4.08057262207691,6.610402495616179e-10
