snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols
0.0,0.5,4.526720945992465,6.239422307484518e-10,50,100
5.0,0.5,4.2007522059651095,7.976581120281381e-10,50,100
10.0,0.5,5.7358457102419536,7.781715817322253e-10,50,100
