comm_loss,loss,sensing_loss,val_comm_loss,val_loss,val_sensing_loss,learning_rate
0.6929656267166138,1.0258890390396118,0.16588732600212097,0.6932897567749023,0.992074728012085,0.15631163120269775,0.0010000000474974513
