jsr_db,realization,ber,mse_tau,mse_fd
-10.0,0,0.02609139893519597,59.925602141578345,5.376929603348798e-10
-8.0,0,0.04868433303047588,63.00314514827555,5.376532664859689e-10
-6.0,0,0.09867123505185656,66.98399821903341,5.38801037227774e-10
-4.0,0,0.18987165178571427,71.92331676416536,5.388804997428698e-10
-2.0,0,0.31175595238095244,77.51655740095796,5.42137441051514e-10
0.0,0,0.4400111607142857,83.27656461453897,5.447183613020957e-10
2.0,0,0.494140625,87.54089148903056,5.606677261871436e-10
4.0,0,0.501953125,91.8512411458685,6.004481525864057e-10
6.0,0,0.501953125,96.45551378017471,6.84896136830879e-10
8.0,0,0.501953125,101.40029225277098,8.289183194012576e-10
10.0,0,0.501953125,107.58944809475159,1.0606835272079235e-09
-10.0,1,0.021264981427894535,57.501771307980036,5.369394244907073e-10
-8.0,1,0.03564874721654831,59.94698894448181,5.369366816527404e-10
-6.0,1,0.07059289667359482,63.34158026031701,5.363725762935595e-10
-4.0,1,0.1474024766156463,67.64516734004712,5.396285272993051e-10
-2.0,1,0.26362537202380953,74.50847168131551,5.369963654204678e-10
0.0,1,0.40364583333333337,78.66121306293384,5.41363078161379e-10
2.0,1,0.48074776785714285,83.13922554360663,5.439114118481094e-10
4.0,1,0.5011160714285714,87.54729040471499,5.565623839745867e-10
6.0,1,0.501953125,91.946510942178,5.850568954221455e-10
8.0,1,0.501953125,95.96407766133997,6.474526596270849e-10
10.0,1,0.501953125,100.16833103100281,7.742025813148047e-10
-10.0,2,0.010197238099219786,59.072738634964296,5.373916133567757e-10
-8.0,2,0.010663842651488453,62.693204905629194,5.374280020605055e-10
-6.0,2,0.011255380572627057,66.9155586860992,5.372543169129535e-10
-4.0,2,0.01246485748372732,71.58001531435025,5.373726277690186e-10
-2.0,2,0.015613941472111231,76.27470042813825,5.376198594688183e-10
0.0,2,0.02351590511826621,80.63720494092074,5.378236509883964e-10
2.0,2,0.040762460923424094,84.71906259651401,5.390510928874218e-10
4.0,2,0.08868444610431235,89.01575693069891,5.434191123048803e-10
6.0,2,0.1888299851190476,93.36647166883924,5.542895273099603e-10
8.0,2,0.32663690476190477,98.35386165763842,5.768455627900607e-10
10.0,2,0.435546875,102.76059194514781,6.227948731138473e-10
-10.0,3,0.033445391916094795,64.3660095633153,5.371949897124843e-10
-8.0,3,0.07493349096479388,68.07235461457887,5.366938815705881e-10
-6.0,3,0.1736607142857143,72.84239856974389,5.410754327509165e-10
-4.0,3,0.3290550595238096,78.75636256583074,5.402846504248314e-10
-2.0,3,0.44447544642857145,83.63404757064299,5.427792283415371e-10
0.0,3,0.4907924107142857,87.56868546406099,5.498239058653834e-10
2.0,3,0.49693080357142855,91.54366097476463,5.668772364659006e-10
4.0,3,0.49776785714285715,96.88585339425022,5.980276978678126e-10
6.0,3,0.498046875,105.3313060501589,6.602942093321526e-10
8.0,3,0.498046875,119.14579103110272,7.692726544934059e-10
10.0,3,0.498046875,140.890628538401,9.413645618386875e-10
-10.0,4,0.015864430349254128,60.261137490692654,5.376543234156347e-10
-8.0,4,0.03088674252350194,63.79747918686062,5.375075024737014e-10
-6.0,4,0.07129479979180728,67.8175440799192,5.371561951029158e-10
-4.0,4,0.17564174107142858,73.58399523069774,5.408813911986544e-10
-2.0,4,0.33203125,79.78639321991625,5.389866313417443e-10
0.0,4,0.45200892857142855,84.66300932535655,5.383843321283046e-10
2.0,4,0.4907924107142857,88.61047745250968,5.405549575097155e-10
4.0,4,0.498046875,92.28369413406107,5.433664889506642e-10
6.0,4,0.498046875,96.84857997114958,5.508438262523407e-10
8.0,4,0.498046875,104.97637556405633,5.893588871512778e-10
10.0,4,0.498046875,121.21630655117231,7.274772368282476e-10
