jsr_db,realization,ber,mse_tau,mse_fd
-10.0,0,0.0117887406828403,61.06632207522015,5.375024609195621e-10
-8.0,0,0.012655629727015184,65.28325160074364,5.376090210417202e-10
-6.0,0,0.016797896086295214,69.99138959026149,5.377271423876915e-10
-4.0,0,0.021850321285230505,75.12153500510557,5.378651024316054e-10
-2.0,0,0.03331271874421411,79.95644780394775,5.379573573506114e-10
0.0,0,0.06225704834172475,84.69376471390831,5.383076085760796e-10
2.0,0,0.11078557433545556,88.32241685285062,5.425218359167677e-10
4.0,0,0.17695312500000002,91.63160429008197,5.477476981453491e-10
6.0,0,0.2614397321428571,95.95456403135752,5.64582935303049e-10
8.0,0,0.34356398809523814,99.07402208393418,5.968463305777233e-10
10.0,0,0.41052827380952384,103.52224722244071,6.640546927226017e-10
-10.0,1,0.011995129597236906,61.553386776154454,5.374329197667892e-10
-8.0,1,0.013620072173770006,65.8734143581717,5.375938180865547e-10
-6.0,1,0.01571996180312921,70.67724483940762,5.377292880307615e-10
-4.0,1,0.02111768992422839,75.85201435216644,5.379899404547011e-10
-2.0,1,0.03284729625681119,80.76211941290914,5.382487369363335e-10
0.0,1,0.0585584054828399,85.48695661574496,5.389259141491853e-10
2.0,1,0.10780275574160011,89.1633851254446,5.412094505086348e-10
4.0,1,0.17962239583333336,93.2039310486216,5.485855416685672e-10
6.0,1,0.25846354166666663,97.37309796058855,5.5975271722672e-10
8.0,1,0.3395647321428572,100.2716799036598,5.886489845265741e-10
10.0,1,0.4146205357142857,105.19678302703896,6.603953200359074e-10
-10.0,2,0.010997728343514021,61.63540518659407,5.376472479023487e-10
-8.0,2,0.012585934560391322,65.74944484529091,5.376531143976925e-10
-6.0,2,0.015462901578541865,70.64789476093475,5.378483569268149e-10
-4.0,2,0.020567742022182,75.86339788200164,5.380641094471428e-10
-2.0,2,0.033563083193476395,80.86266636890825,5.383080412138052e-10
0.0,2,0.06229519559689546,85.47319224947577,5.391756831104886e-10
2.0,2,0.11170725752987762,89.1620870373368,5.419635636260925e-10
4.0,2,0.1881510416666667,93.558298013481,5.48596611790094e-10
6.0,2,0.2676246279761905,97.54133801958108,5.638276635914602e-10
8.0,2,0.3440290178571428,100.9022614845693,5.949048600147693e-10
10.0,2,0.40085565476190477,105.18209091563621,6.559054294807172e-10
-10.0,3,0.012289204200025782,61.05377355118555,5.371891278255534e-10
-8.0,3,0.013704510100059922,65.19154161011627,5.371113542826918e-10
-6.0,3,0.016130776004431625,70.13760018679395,5.372259258771126e-10
-4.0,3,0.02210225663648543,75.37751691784152,5.374263197042025e-10
-2.0,3,0.035764764550098645,80.27100416087946,5.373722626143339e-10
0.0,3,0.06271827449885427,84.86109597875125,5.385595527993808e-10
2.0,3,0.10990256682585968,88.58212450731305,5.410842717181604e-10
4.0,3,0.1776506696428571,92.57413849187334,5.483222390938611e-10
6.0,3,0.26278831845238093,97.00644654440013,5.605152234687609e-10
8.0,3,0.337797619047619,100.75184919634366,5.987329813694215e-10
10.0,3,0.40643601190476186,106.1057665891656,6.697902329116748e-10
-10.0,4,0.012013185249224068,61.57570429353874,5.371394048132564e-10
-8.0,4,0.013717660571691362,65.7182064096322,5.371022459544719e-10
-6.0,4,0.016570076413650034,70.67034900100013,5.371797082727597e-10
-4.0,4,0.022568464574884678,75.68776246500533,5.372981330033832e-10
-2.0,4,0.03707505545750638,80.80056785106807,5.372303607241297e-10
0.0,4,0.0640207311158294,85.60844815691699,5.377406873449677e-10
2.0,4,0.11240119298652294,89.38127200531622,5.395761272104361e-10
4.0,4,0.18032924107142856,92.82327425840899,5.430153935947755e-10
6.0,4,0.26450892857142855,97.0442333698974,5.533141738255126e-10
8.0,4,0.33203125,101.2591670391927,5.805524206167092e-10
10.0,4,0.39425223214285715,106.75669043445792,6.434318747525797e-10
