jsr_db,ber,ber_std,ber_min,ber_max,mse_tau,mse_tau_std,mse_fd,mse_fd_std,n_realizations
-10.0,0.02137268814553184,0.008040641719081285,0.010197238099219786,0.033445391916094795,60.225451827706124,2.2795870214134464,5.373746622620964e-10,2.8338154713202743e-13,5
-8.0,0.04016343127736169,0.021251954605892236,0.010663842651488453,0.07493349096479388,63.502634559965216,2.6274153273573746,5.372438668487008e-10,3.654761641335826e-13,5
-6.0,0.08509500527512001,0.05269012398728457,0.011255380572627057,0.1736607142857143,67.58021596302255,3.0499235379207486,5.381319116576238e-10,1.669101657152093e-12,5
-4.0,0.1708871572960652,0.10104381000093106,0.01246485748372732,0.3290550595238096,72.69777144301824,3.6019407554651415,5.394095392869358e-10,1.2172932821854646e-12,5
-2.0,0.2735003924610889,0.14193291081390053,0.015613941472111231,0.44447544642857145,78.34403406019419,3.1541414347163643,5.397039051248163e-10,2.348114529601167e-12,5
0.0,0.3619948476903199,0.17151133564016505,0.02351590511826621,0.4907924107142857,82.96133548156222,3.1021080807507446,5.424226656891119e-10,4.441404606405409e-12,5
2.0,0.4006748136132562,0.18003934815942169,0.040762460923424094,0.49693080357142855,87.1106636112851,2.952222178258084,5.502124849796583e-10,1.1354065735967733e-11,5
4.0,0.41751367493514824,0.16442285317722347,0.08868444610431235,0.501953125,91.51676720191873,3.2105742383379687,5.683647671368699e-10,2.5673834684492396e-11,5
6.0,0.4377659970238096,0.1244802645545648,0.1888299851190476,0.501953125,96.78967648250008,4.65293786012532,6.070761190294957e-10,5.535605031192245e-11,5
8.0,0.4653273809523809,0.06936723869592734,0.32663690476190477,0.501953125,103.96807963338168,8.167699884740575,6.823696166926173e-10,1.0003417005918413e-10,5
10.0,0.487109375,0.02584036782584567,0.435546875,0.501953125,114.5250612320951,15.050163271970122,8.253045560607021e-10,1.5624656981699472e-10,5
