snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd
-5.0,0.10805,86.93987036188499,5.372962155943431e-10,10805,100000,0.25487733933723783,-0.001163722643889524
-3.0,0.03929,80.25905012884348,5.364921005704495e-10,3929,100000,0.34484232571902645,-0.0021722355201917363
-1.0,0.01184,73.86786481806546,5.337105540681047e-10,1184,100000,0.43191822163520716,0.003342145870233814
1.0,0.00443,67.2453272410684,5.357652230998548e-10,443,100000,0.5127662341790428,-0.007207192741664533
3.0,0.00172,59.7636156395274,5.335418620633751e-10,172,100000,0.5861187940552032,0.005072401440888306
5.0,0.000695,52.90757041699117,5.328971266446519e-10,139,200000,0.6500058693513805,0.00023317795061221825
7.0,0.00046666666666666666,46.98829017690247,5.353652014013791e-10,140,300000,0.6967866569797952,-0.0011001550074075516
9.0,0.00033666666666666665,42.71479475303323,5.355181296304205e-10,101,300000,0.7285334759297416,0.003634418798383947
11.0,0.0002525,39.70584893376939,5.346711034059631e-10,101,400000,0.7509037884724743,0.0016577946044403873
13.0,0.000205,37.680597138838074,5.339639520995572e-10,123,600000,0.7648794278915506,0.0008881318380835777
15.0,0.00017166666666666667,36.66483003364065,5.347876584879194e-10,103,600000,0.7728363942092759,0.0008807052346241387
17.0,0.00019166666666666667,35.69486542934776,5.341628770461184e-10,115,600000,0.7786840702987665,0.0013426844512993991
19.0,0.00017285714285714287,35.31112168266001,5.338786573276758e-10,121,700000,0.7813774362324433,0.001624780981425801
21.0,0.00015285714285714287,35.118386475081664,5.339615385452487e-10,107,700000,0.7833276419897219,-0.00037841912395533337
