snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols
0.0,0.5,4.564398758974752,6.634338401403071e-10,50,100
5.0,0.5,4.225144447206719,7.702878226373937e-10,50,100
10.0,0.5,5.72964735954298,7.417693474290407e-10,50,100
