arch,modality,jammer_knowledge,jammer_model,in_channel,jsr_db,realization,ber,jammed_fraction,ber_clean,hop_rate_hz,dwell_bursts,slot_duration_us,num_channels
conv1d,fh_off,omniscient,fixed_partial,cw,10.0,4,0.49875,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,fixed_partial,partial_band,-10.0,4,0.00085,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,fixed_partial,partial_band,-6.0,4,0.00455,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,fixed_partial,partial_band,-2.0,4,0.041,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,fixed_partial,partial_band,2.0,4,0.22755,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,fixed_partial,partial_band,6.0,4,0.45035,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,fixed_partial,partial_band,10.0,4,0.4912,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-10.0,0,0.0034,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-6.0,0,0.0329,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-2.0,0,0.27715,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,2.0,0,0.49785,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,6.0,0,0.5017,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,10.0,0,0.5017,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-10.0,0,0.0,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-6.0,0,0.00295,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-2.0,0,0.036,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,2.0,0,0.2539,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,6.0,0,0.4738,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,10.0,0,0.4987,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-10.0,1,0.00065,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-6.0,1,0.0125,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-2.0,1,0.1527,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,2.0,1,0.4783,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,6.0,1,0.5075,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,10.0,1,0.5075,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-10.0,1,0.0026,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-6.0,1,0.0256,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-2.0,1,0.21295,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,2.0,1,0.4651,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,6.0,1,0.49245,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,10.0,1,0.4925,1.0,0.00035,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-10.0,2,5e-05,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-6.0,2,0.0004,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-2.0,2,0.00525,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,2.0,2,0.02265,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,6.0,2,0.11215,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,10.0,2,0.35985,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-10.0,2,0.00725,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-6.0,2,0.07275,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-2.0,2,0.34315,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,2.0,2,0.49645,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,6.0,2,0.50005,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,10.0,2,0.50005,1.0,0.0,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-10.0,3,0.01035,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-6.0,3,0.10835,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-2.0,3,0.4414,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,2.0,3,0.49925,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,6.0,3,0.4993,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,10.0,3,0.4993,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-10.0,3,0.00325,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-6.0,3,0.02725,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-2.0,3,0.21255,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,2.0,3,0.47335,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,6.0,3,0.49915,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,10.0,3,0.4993,1.0,0.00025,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-10.0,4,0.0068,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-6.0,4,0.09715,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,-2.0,4,0.40765,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,2.0,4,0.50055,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,6.0,4,0.501,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,cw,10.0,4,0.501,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-10.0,4,0.00025,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-6.0,4,0.0029,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,-2.0,4,0.03745,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,2.0,4,0.23355,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,6.0,4,0.4475,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,sweep,partial_band,10.0,4,0.48785,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-10.0,0,0.00355,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-6.0,0,0.0307,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-2.0,0,0.27425,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,2.0,0,0.49985,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,6.0,0,0.50345,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,10.0,0,0.50345,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-10.0,0,0.00015,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-6.0,0,0.00365,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-2.0,0,0.0328,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,2.0,0,0.24105,1.0,0.0001,100000.0,1,10.0,8
