channel_variant,arch,snr_db,ber,n_errors,n_symbols,ber_ci_lo,ber_ci_hi,mse_tau,corr_tau,mse_fd,corr_fd
nominal,mc_dlsk,-5.0,0.09548,9548,100000,0.09367407380849484,0.09731700393610936,85.31474362404423,0.25939684773923294,5.37055971636848e-10,-0.0008866382888364857
nominal,mc_dlsk,-3.0,0.03457,3457,100000,0.033455467905017376,0.03572028932496168,80.9743903279585,0.3316471938948286,5.361518102568356e-10,-0.0020289895155624054
nominal,mc_dlsk,-1.0,0.011,1100,100000,0.0103720622087252,0.011665505815381014,73.72593713451577,0.4290903998052343,5.347490409413124e-10,0.006303950882846219
nominal,mc_dlsk,1.0,0.00429,429,100000,0.0039035200223357675,0.004714563505741311,67.1112082620494,0.507216564637828,5.344320894427248e-10,-0.005672613447684997
nominal,mc_dlsk,3.0,0.00212,212,100000,0.001853417358930935,0.002424832882054753,59.50790014354241,0.5860803711539229,5.335676629395025e-10,0.001914077735588061
nominal,mc_dlsk,5.0,0.00146,146,100000,0.0012417310055329372,0.0017165699407613597,52.8377310115963,0.6482049056352853,5.343455418229578e-10,0.000587440664376671
nominal,mc_dlsk,7.0,0.00106,106,100000,0.0008765774188662897,0.001281754257918074,47.37079362370561,0.6949667103202009,5.351345525159309e-10,0.002945019687392659
nominal,mc_dlsk,9.0,0.00104,104,100000,0.0008584791674001612,0.0012598540459087056,42.4977582342141,0.7302354838545491,5.388857985194485e-10,-0.005077263409202851
nominal,mc_dlsk,11.0,0.00105,105,100000,0.0008675260433888361,0.001270806401657779,39.833798786942495,0.7488372270894066,5.353524556218282e-10,-0.0005715434100184034
nominal,mc_dlsk,13.0,0.00082,82,100000,0.0006607356948054616,0.0010176144202729421,37.56941906340924,0.7654604379126234,5.33156469895922e-10,-0.0011253782621990912
nominal,mc_dlsk,15.0,0.00068,68,100000,0.0005364811931075771,0.0008618796776423499,36.24286800460517,0.7747006737338978,5.338544808940982e-10,0.002627250788250094
nominal,mc_dlsk,17.0,0.00069,69,100000,0.0005453062169532079,0.0008730538855344674,36.17216275924028,0.775677730333347,5.345638260287403e-10,-0.0030446387829904027
nominal,mc_dlsk,19.0,0.00075,75,100000,0.000598426427221699,0.0009399290656924664,35.41995994149645,0.7811472893649409,5.363177471713819e-10,0.0015700787664334548
nominal,mc_dlsk,21.0,0.00061,61,100000,0.0004749570000009567,0.0007834092485847317,35.28494530677857,0.7818258598973645,5.323371604435511e-10,0.0005867037186729462
