arch,modality,jammer_knowledge,jammer_model,in_channel,jsr_db,ber,ber_std,ber_sem,ber_ci_lo,ber_ci_hi,ber_min,ber_max,ber_q05,ber_q50,ber_q95,jammed_fraction,ber_clean,hop_rate_hz,dwell_bursts,slot_duration_us,num_channels,n_realizations
mc_dlsk,fh_off,omniscient,fixed_partial,cw,6.0,0.4549200000000001,0.10186400001963405,0.045554965700788326,0.36563390790949757,0.5442060920905026,0.2728,0.50375,0.31739,0.49875,0.50371,1.0,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,fixed_partial,cw,10.0,0.49765999999999994,0.007091579513761395,0.003171450772123077,0.491444070707897,0.5038759292921029,0.4865,0.50375,0.48835,0.49875,0.50371,1.0,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,cw,-10.0,0.0050799999999999994,0.007357700048248774,0.003290463493187548,0.0,0.01152918993909145,0.00045,0.01785,0.0005,0.0015,0.01526,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,cw,-6.0,0.033100000000000004,0.04777333199599961,0.021364883570944168,0.0,0.07497440233294206,0.00045,0.10735,0.0005,0.0015,0.09698,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,cw,-2.0,0.13643,0.1895351702191443,0.08476270494740007,0.0,0.3025618489290991,0.00045,0.39405,0.0005,0.0015,0.37233,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,cw,2.0,0.19573999999999997,0.2668516521402856,0.11933968681876117,0.0,0.42964148809106123,0.00045,0.49395,0.0005,0.0015,0.49158,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,cw,6.0,0.19943,0.27187356574334326,0.12158555485747473,0.0,0.4377333085609694,0.00045,0.49875,0.0005,0.0015,0.49815000000000004,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,cw,10.0,0.19943,0.27187356574334326,0.12158555485747473,0.0,0.4377333085609694,0.00045,0.49875,0.0005,0.0015,0.49815000000000004,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,cw,-10.0,0.00184,0.0012939281278339999,0.0005786622503671723,0.0007058428300674431,0.002974157169932557,0.00075,0.0038,0.00078,0.00125,0.0035399999999999997,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,cw,-6.0,0.01079,0.009010369026849012,0.004029559529278603,0.002892208449053765,0.018687791550946235,0.00095,0.024,0.0015999999999999999,0.01085,0.02199,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,cw,-2.0,0.05613,0.03857483959785186,0.01725119271238948,0.02231828359335678,0.08994171640664322,0.0023,0.10035,0.008369999999999999,0.07235,0.09487999999999999,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,cw,2.0,0.09924,0.04899733921347158,0.021912276239587705,0.05629272775111533,0.14218727224888467,0.0121,0.1255,0.03211,0.12205,0.12528,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,cw,6.0,0.11522999999999999,0.024280151358671547,0.01085841378839469,0.09394790004551326,0.1365120999544867,0.0718,0.12655,0.08259,0.12585,0.12648,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,cw,10.0,0.12566,0.001006479011206888,0.00045011109739707484,0.12477779846005993,0.12654220153994006,0.12395,0.12655,0.12431,0.12585,0.12648,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,fixed_partial,partial_band,-10.0,0.00407,0.0025346597404779995,0.0011335342959081563,0.0018483136047790453,0.006291686395220954,0.0014,0.0073,0.00156,0.00335,0.00706,1.0,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,fixed_partial,partial_band,-6.0,0.02672,0.02341133806513417,0.01046986867157368,0.006199434480851373,0.047240565519148625,0.0065,0.06425,0.006699999999999999,0.0263,0.05721,1.0,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,fixed_partial,partial_band,-2.0,0.14771,0.1023424362129415,0.04576892887101467,0.05800454780183581,0.2374154521981642,0.0476,0.2903,0.04771,0.17565,0.26760999999999996,1.0,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,fixed_partial,partial_band,2.0,0.36808,0.11483589704443468,0.05135617440970463,0.2674237477732214,0.4687362522267786,0.219,0.48375,0.22993,0.4267,0.47446,1.0,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,fixed_partial,partial_band,6.0,0.48535000000000006,0.022769606935562164,0.010182877785773535,0.465391926280911,0.5053080737190891,0.4462,0.5048,0.45439999999999997,0.4941,0.50273,1.0,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,fixed_partial,partial_band,10.0,0.4995799999999999,0.004282026389456278,0.0019149804176544453,0.4958267073502977,0.5033332926497021,0.4957,0.5049,0.49581,0.4976,0.50461,1.0,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,partial_band,-10.0,0.00203,0.0023188359148503803,0.001037014946854673,0.0,0.004062511947264876,0.00045,0.0061,0.0005,0.0014,0.00518,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,partial_band,-6.0,0.00784,0.01220416936952286,0.005457870463834773,0.0,0.018537229541401072,0.00045,0.02905,0.0005,0.0015,0.024739999999999995,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,partial_band,-2.0,0.045290000000000004,0.0756940668084362,0.03385141577541478,0.0,0.11163755574550396,0.00045,0.17565,0.0005,0.0015,0.15014999999999998,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,partial_band,2.0,0.13179000000000002,0.19516160739243774,0.08727892414552324,0.0,0.3028535479346288,0.00045,0.4373,0.0005,0.0015,0.39364,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,partial_band,6.0,0.18858999999999998,0.2575855450136905,0.1151957577343888,0.0,0.4143695363312033,0.00045,0.4941,0.0005,0.0015,0.48451999999999995,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,fixed_partial,partial_band,10.0,0.19918999999999998,0.27154369445818477,0.1214380319339868,0.0,0.437204168944039,0.00045,0.4976,0.0005,0.0015,0.49722,0.4,0.00101,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,partial_band,-10.0,0.00138,0.0007076369125476709,0.00031646484796893316,0.0007597402956079474,0.0020002597043920524,0.0008,0.0026,0.00084,0.00125,0.0023299999999999996,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,partial_band,-6.0,0.00658,0.006483016273309824,0.002899293017271624,0.0008974901055191532,0.012262509894480847,0.00125,0.01755,0.00146,0.00565,0.015269999999999997,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,partial_band,-2.0,0.03724000000000001,0.0264278120547275,0.011818876850191815,0.01407542703590986,0.06040457296409016,0.012,0.0762,0.012240000000000001,0.04045,0.06983,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,partial_band,2.0,0.09297,0.027995459453275633,0.012519950079772682,0.06843134875540617,0.11750865124459382,0.05875,0.12095,0.06043,0.1085,0.11866,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,partial_band,6.0,0.12183000000000002,0.0052541174330233585,0.0023497127484013855,0.11722464763911868,0.12643535236088135,0.113,0.12555,0.11461,0.1242,0.12550999999999998,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,fixed_partial,partial_band,10.0,0.12525999999999998,0.0005727128425310542,0.00025612496949731396,0.12475800428424383,0.12576199571575614,0.12455,0.12585,0.12459999999999999,0.12535,0.12583,0.25,0.00074,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,follower,cw,-10.0,0.00507,0.0030032482414878727,0.0013430934442547175,0.0024375852213888998,0.0077024147786111,0.0007,0.00855,0.00136,0.0051,0.00824,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,follower,cw,-6.0,0.04177,0.03686435609094509,0.01648624123322233,0.009457560942445035,0.07408243905755496,0.0021,0.09875,0.00539,0.0393,0.08903,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,follower,cw,-2.0,0.22025999999999998,0.15207427215015695,0.0680096820313108,0.08696347261860995,0.35355652738139,0.01025,0.3975,0.033400000000000006,0.2796,0.37559,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,follower,cw,2.0,0.39535,0.1924831453660294,0.08608107951228307,0.22663418440559646,0.5640658155944035,0.0538,0.50015,0.13093,0.4863,0.49953,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,follower,cw,6.0,0.46134,0.08945616524309545,0.04000601329800308,0.3829296547708835,0.5397503452291165,0.30135,0.50345,0.34078,0.50105,0.50323,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
