comm_loss,loss,sensing_loss,val_comm_loss,val_loss,val_sensing_loss,learning_rate
0.6890548467636108,1.0075757503509521,0.15991567075252533,0.6943514347076416,0.9936197400093079,0.15768784284591675,0.0010000000474974513
