channel_variant,arch,snr_db,ber,n_errors,n_symbols,ber_ci_lo,ber_ci_hi,mse_tau,corr_tau,mse_fd,corr_fd
c_two_ray_jakes,lstm,-5.0,0.1553,15530,100000,0.1530684067517352,0.15755807524807955,100.83407062254062,-0.002126143317599586,5.455723449730572e-10,0.0045488327201691
c_two_ray_jakes,lstm,-3.0,0.08641,8641,100000,0.08468441929694526,0.0881673552615212,102.43145003587881,0.00217428704397052,5.320499106668166e-10,0.000269455019147169
c_two_ray_jakes,lstm,-1.0,0.05477,5477,100000,0.053376801698113575,0.05619740364211712,102.12181757756638,0.0043577505632592444,5.3604637859735e-10,0.001914306866145348
c_two_ray_jakes,lstm,1.0,0.04309,4309,100000,0.04184889904143803,0.044366203629102624,104.63768266049067,0.0004661997336290606,5.285409625704928e-10,-0.0017311177402549154
c_two_ray_jakes,lstm,3.0,0.0397,3970,100000,0.03850740444516075,0.040927958666283196,104.22763507404923,0.0005077894825324839,5.286044990277047e-10,-0.007782328806406958
c_two_ray_jakes,lstm,5.0,0.03861,3861,100000,0.037433495333616756,0.03982195151841263,104.76421635691838,0.003781575867694493,5.377739038719509e-10,-0.003530671768647557
c_two_ray_jakes,lstm,7.0,0.03907,3907,100000,0.037886673893642635,0.04028873761832317,103.90304464764651,0.0014194054264259535,5.287186953712338e-10,-0.002303904293415393
c_two_ray_jakes,lstm,9.0,0.03763,3763,100000,0.03646818179606452,0.03882734034566551,105.04363581322677,0.0006025903921961829,5.353490827863971e-10,-0.0010260688668904587
c_two_ray_jakes,lstm,11.0,0.03657,3657,100000,0.035424310455587936,0.03775129312194079,103.35092852228988,0.0015388452614876241,5.307157315020975e-10,0.0019694475179226623
c_two_ray_jakes,lstm,13.0,0.03597,3597,100000,0.034833555834944414,0.03714209383831941,104.36414102753608,0.002763931406601668,5.31806308006136e-10,0.0013773799338951248
c_two_ray_jakes,lstm,15.0,0.03675,3675,100000,0.03560155337470567,0.037934036374102524,104.28798507181028,0.0028881617951826435,5.295211581066559e-10,0.0033736216011004297
c_two_ray_jakes,lstm,17.0,0.03784,3784,100000,0.0366750167973431,0.03904048921087966,108.20679514177155,0.0002496709599738261,5.32154395405657e-10,0.0043267524499495235
c_two_ray_jakes,lstm,19.0,0.03664,3664,100000,0.03549323735873888,0.03782236084095407,108.32392338488151,0.0016156185874304531,5.370214454738338e-10,-0.0018666733944277371
c_two_ray_jakes,lstm,21.0,0.03638,3638,100000,0.035237228941019175,0.037558389233492334,108.42752447868806,0.006055609160311284,5.362007112989644e-10,0.0014179685243102711
