arch,channel_variant,channel_model,channel_fingerprint,hold_mode,pooled_ber,pooled_ber_ci_lo,pooled_ber_ci_hi,min_snr_at_target,corr_tau_top,mse_tau_top,n_symbols_total,diagnostics
conv1d,nominal,aerial_multiecho,8ba7e539,per_symbol,0.4706111111111111,0.46545849203581063,0.4757700015286837,,0.8503573336859415,30.4909495776377,56000,"{""model"": ""aerial_multiecho""}"
conv1d,b_tdl_d,tdl_3gpp,7b659269,per_hop,0.4935,0.48833644685483635,0.4986649401906188,,0.014493648903822026,101.74007578508906,56000,"{""band_spacing_hz"": 1250000.0, ""clutter_fading"": ""rayleigh"", ""clutter_power_fraction"": 0.25, ""dropped_power_fraction"": 1.0556155880858675e-05, ""frequency_correlation_at_spacing"": 0.49127835435785233, ""los_tap_folded_into_direct_path"": 1.0, ""max_tap_delay_samples"": 33.0, ""mean_tap_power"": 0.09090909090909093, ""min_nonzero_tap_delay_samples"": 3.0000000000000004, ""n_taps_in_window"": 11.0, ""pdp_kind"": ""exponential"", ""profile"": ""TDL-D"", ""rms_delay_spread_ns"": 300.0, ""time_block_slots"": 53}"
