snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd
-5.0,0.11178,87.41966244510805,5.371572487568845e-10,11178,100000,0.25138907291355383,2.657402761780666e-05
-3.0,0.03863,80.54728284866708,5.364183999184372e-10,3863,100000,0.34180688310531104,-0.0011454177865183573
-1.0,0.01128,73.69018726711788,5.338956442190211e-10,1128,100000,0.4343317827804243,0.0007634787997055847
1.0,0.00413,66.93319247685201,5.35803379653423e-10,413,100000,0.5159407791862628,-0.00784597548741707
3.0,0.00167,59.31061165877719,5.335390711257658e-10,167,100000,0.5902793432042831,0.0043506386485164875
5.0,0.00068,52.37321030735743,5.329071740704735e-10,136,200000,0.6544095511821697,0.002193573132106859
7.0,0.00043,46.53179288742646,5.354275629198206e-10,129,300000,0.7001789241623501,-0.0014427350962518577
9.0,0.0003,42.250001785425226,5.358144255794455e-10,120,400000,0.7322420573307453,0.003835992635286962
11.0,0.000255,39.25572665209569,5.347412036194298e-10,102,400000,0.7539693429761307,0.0012032196382986081
13.0,0.00019833333333333332,37.28835661876929,5.340139231769311e-10,119,600000,0.7674850344303549,-2.450068753537279e-05
15.0,0.00017833333333333332,36.29936285782303,5.348216945606096e-10,107,600000,0.7752567162828792,0.0008862255439065676
17.0,0.00018666666666666666,35.34320170748233,5.341397572222378e-10,112,600000,0.7810530914346172,0.0013361572538687486
19.0,0.00017428571428571428,35.011666953379205,5.339571745685615e-10,122,700000,0.7834148418654467,0.0002812131828419774
20.0,0.00016833333333333332,34.9532505193599,5.331406086120296e-10,101,600000,0.7844926609045165,-0.0003878724882346973
