snr_db,ber,mse_tau,mse_fd,n_errors,n_symbols,corr_tau,corr_fd
-5.0,0.10791,89.37064244462982,5.401711251920572e-10,10791,100000,0.1766685526358274,-0.002544907667228879
-3.0,0.03843,85.35774582769169,5.336245642047873e-10,3843,100000,0.25443524776606924,-0.0019652564132230975
-1.0,0.01017,80.08148945554528,5.31519073936113e-10,1017,100000,0.34576943823057005,0.0002059187027576038
1.0,0.00259,73.55830296721027,5.331245077011914e-10,259,100000,0.4335090247635296,0.0011156379968242781
3.0,0.00073,65.92702196200953,5.338594442494957e-10,146,200000,0.5237857809943544,0.0005405365574854053
5.0,0.00035,56.69959362201526,5.333244620244133e-10,105,300000,0.616200452824889,0.0007744334064166326
7.0,0.00016428571428571428,47.460695526017496,5.33014204378324e-10,115,700000,0.6954664226336439,-0.00023153882460161598
9.0,0.000116,38.37365480285537,5.334647297079878e-10,116,1000000,0.7641322743888148,0.002212979994170731
11.0,7.357142857142857e-05,30.609763280998628,5.330408545659152e-10,103,1400000,0.8173161166475684,0.0006832812496263495
13.0,7.357142857142857e-05,24.522392985957506,5.334091441916044e-10,103,1400000,0.856462086524642,0.0001546741241633375
15.0,7.923076923076924e-05,20.150895688991984,5.336779214914353e-10,103,1300000,0.883294335245825,-0.00035413275209498986
17.0,6.25e-05,17.191038722871582,5.334442065775117e-10,100,1600000,0.900908137718022,6.42679779321224e-05
19.0,5.421052631578947e-05,15.327451489828535,5.340015850016008e-10,103,1900000,0.9118602801306429,0.0010640506095981855
21.0,4.8e-05,14.078079484110008,5.346010601841778e-10,96,2000000,0.9192816439150536,0.00022610269446021145
